url,error
https://www.hemnet.se/bostad/radhus-5rum-kronandalen-lulea-kommun-regementsvagen-21617227,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kviberg-goteborgs-kommun-lilla-regementsvagen-47-21531098,No data returned
https://www.hemnet.se/bostad/radhus-4rum-kronandalen-lulea-kommun-lagergrand-21617216,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-18-21513590,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-tollare-nacka-kommun-tollarevagen-3-21633362,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-tollare-nacka-kommun-tollarevagen-3-21633336,No data returned
https://www.hemnet.se/bostad/radhus-5rum-fjarilshusen-i-ormbacka-jarfalla-kommun-rimfaxegrand-13-21632834,No data returned
https://www.hemnet.se/bostad/radhus-5rum-fjarilshusen-i-ormbacka-jarfalla-kommun-gullfaxegrand-14-21632832,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-2f-21626092,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-pedagogen-park-molndals-kommun-bifrostgatan-36a-21652447,No data returned
