url,error
"https://www.hemnet.se/salda/lagenhet-3rum-sundbyberg-centrum-sundbybergs-kommun-agatan-17,-3-tr-760589459303411612",No data returned
https://www.hemnet.se/salda/lagenhet-3rum-sundbyberg-ursvik-sundbybergs-kommun-skrivargatan-28-7884166580392522324,No data returned
