url,error
https://www.hemnet.se/bostad/lagenhet-2rum-norrtalje-hamn-norrtalje-kommun-sjofartsgatan-5-18809136,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-bro-tradgardsstad-upplands-bro-kommun-sigrids-vag-29-21348436,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-sommarro-karlstads-kommun-sodra-sommarrovagen-11-21511642,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-norrtalje-hamn-norrtalje-kommun-pilgatan-2-21110875,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-korseberg-vanersborgs-kommun-sjobodsvagen-3-c-21403451,No data returned
https://www.hemnet.se/bostad/villa-5rum-fjarilshusen-i-ormbacka-jarfalla-kommun-gullfaxegrand-22-21488887,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-bollmora-tyreso-kommun-baverbacksvagen-14-21468554,No data returned
https://www.hemnet.se/bostad/radhus-5rum-torsviken-norrkopings-kommun-torsvagen-174b-19854984,No data returned
"https://www.hemnet.se/bostad/lagenhet-2rum-vega-haninge-kommun-bidevindsgrand-5,-lgh-3-1203-juno,-vaning-2-21620510",No data returned
"https://www.hemnet.se/bostad/lagenhet-3rum-vega-haninge-kommun-gaffelseglet-22,-lgh-1-1101-juno,-vaning-1-21584763",No data returned
