url,error
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-vellinge-kommun-angavagen-21545329,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-kongahalla-kungalvs-kommun-hansagatan-27-21458999,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kongahalla-kungalvs-kommun-inlandsgatan-5-21456888,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-18-21513588,No data returned
"https://www.hemnet.se/bostad/lagenhet-2rum-vega-haninge-kommun-bidevindsgrand-5,-lgh-3-1303-juno,-vaning-3-21625780",No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-centrum-strangnas-kommun-stabsvagen-7a-21612416,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-strangnas-kommun-stabsvagen-7a-21612358,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-limhamn-malmo-kommun-skivsnacksgrand-5-21459406,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-centrum-strangnas-kommun-stabsvagen-10-21615705,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-strangnas-kommun-stabsvagen-7a-21612495,No data returned
