url,error
https://www.hemnet.se/bostad/lagenhet-3rum-trakvista-ekero-kommun-kladesvagen-15-21360509,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-hjarup-staffanstorps-kommun-parkallen-19685735,No data returned
https://www.hemnet.se/bostad/radhus-4rum-skeda-udde-linkopings-kommun-haraldsbovagen-21549460,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-norra-stationsomradet-vaxjo-kommun-norra-jarnvagsgatan-19887476,No data returned
https://www.hemnet.se/bostad/radhus-5rum-ormsta-vallentuna-kommun-ormsta-21549245,No data returned
https://www.hemnet.se/bostad/radhus-5rum-arninge-hagerneholm-taby-kommun-sjostugevagen-6-21284998,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-vega-haninge-kommun-vega-alle-126-19882736,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-sondrum-halmstads-kommun-eketangavagen-39-b-21634144,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-tornlyckan-hoganas-kommun-rymdstigen-4-a-21411200,No data returned
https://www.hemnet.se/bostad/villa-5rum-sigtuna-stadsangar-sigtuna-kommun-bagargrand-15-21348513,No data returned
