url,error
https://www.hemnet.se/bostad/lagenhet-3rum-oster-orebro-kommun-formansgatan-16-18704879,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-vaster-landskrona-kommun-italiengatan-17b-18285577,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-limhamn-malmo-kommun-skalsnacksgrand-4-21459506,No data returned
"https://www.hemnet.se/bostad/lagenhet-4,5rum-krokslatt-molndals-kommun-kampegatan-7-20020335",No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-centrum-strangnas-kommun-stabsvagen-10-21615705,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-edshult-leksands-kommun-edshultsvagen-23d-21525169,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-edshult-leksands-kommun-edshultsvagen-23b-21525141,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-edshult-leksands-kommun-edshultsvagen-29-21525100,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-odlaren-eskilstuna-kommun-strimlusevagen-29-18871055,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-telefonplan-stockholms-kommun-mobilgatan-1a-19102919,No data returned
