property_id,url,sold_month,scraped_at
6303039936076543572,https://www.hemnet.se/salda/lagenhet-3rum-vastra-hamnen-malmo-kommun-stormastgatan-5-6303039936076543572,2020-01,2025-11-15T22:53:22.498911
430343439989820634,https://www.hemnet.se/salda/lagenhet-2rum-limhamn-malmo-kommun-vasagatan-16a-430343439989820634,2020-01,2025-11-15T22:53:22.498953
4804329826406607739,https://www.hemnet.se/salda/lagenhet-3rum-davidshall-malmo-kommun-vastra-ronneholmsvagen-31a-4804329826406607739,2020-01,2025-11-15T22:53:22.498961
3267657180739143340,https://www.hemnet.se/salda/lagenhet-3rum-ostra-sorgenfri-malmo-kommun-ostra-farmvagen-46a-3267657180739143340,2020-01,2025-11-15T22:53:22.498964
844643864839689960,https://www.hemnet.se/salda/lagenhet-3rum-dammfri-malmo-kommun-bellevuevagen-4c-844643864839689960,2020-01,2025-11-15T22:53:22.498967
4964686018969404555,https://www.hemnet.se/salda/lagenhet-4rum-malmo-malmo-kommun-carlsgatan-33b-4964686018969404555,2020-01,2025-11-15T22:53:22.498969
9156284561016495254,https://www.hemnet.se/salda/lagenhet-2rum-rorsjostaden-malmo-kommun-lojtnantsgatan-12b-9156284561016495254,2020-01,2025-11-15T22:53:22.498972
2219607021114903219,https://www.hemnet.se/salda/lagenhet-3rum-gamla-vaster-malmo-kommun-grynbodgatan-15b-2219607021114903219,2020-01,2025-11-15T22:53:22.498976
1218137775180946473,https://www.hemnet.se/salda/lagenhet-1rum-kirseberg-malmo-kommun-saarisvagen-14a-1218137775180946473,2020-01,2025-11-15T22:53:22.498979
508286968405041278,https://www.hemnet.se/salda/lagenhet-3rum-soderkulla-malmo-kommun-ormvraksgatan-5-508286968405041278,2020-01,2025-11-15T22:53:22.498982
4350316153517207639,https://www.hemnet.se/salda/lagenhet-2rum-erikslust-malmo-kommun-kopenhamnsvagen-45c-4350316153517207639,2020-01,2025-11-15T22:53:22.498984
5736922735696167019,https://www.hemnet.se/salda/lagenhet-3rum-vastra-kattarp-malmo-kommun-jagersrovagen-19e-5736922735696167019,2020-01,2025-11-15T22:53:22.498988
5045721459172366433,https://www.hemnet.se/salda/lagenhet-2rum-hogaholm-malmo-kommun-serenadgatan-48-5045721459172366433,2020-01,2025-11-15T22:53:22.498990
2920445147211569842,"https://www.hemnet.se/salda/lagenhet-1rum-city-malmo-kommun-sodra-forstadsgatan-3b,-gardshuset-2920445147211569842",2020-01,2025-11-15T22:53:22.498992
4467214836739254900,https://www.hemnet.se/salda/lagenhet-3rum-drottningtorget-malmo-kommun-osterportsgatan-5c-4467214836739254900,2020-01,2025-11-15T22:53:22.498995
492103526955153706,https://www.hemnet.se/salda/lagenhet-2rum-almhog-malmo-kommun-rodkullastigen-2c-492103526955153706,2020-01,2025-11-15T22:53:22.498997
6636309603200073381,https://www.hemnet.se/salda/lagenhet-3rum-gamla-vaster-malmo-kommun-vastergatan-40-6636309603200073381,2020-01,2025-11-15T22:53:22.498999
3953237544976763567,"https://www.hemnet.se/salda/lagenhet-1,5rum-limhamn-sjostad-malmo-kommun-fernissagatan-10-3953237544976763567",2020-01,2025-11-15T22:53:22.499002
6108256278862629966,https://www.hemnet.se/salda/lagenhet-2rum-gula-hoja-malmo-kommun-vastra-skravlingevagen-137-6108256278862629966,2020-01,2025-11-15T22:53:22.499004
5386628043644924796,https://www.hemnet.se/salda/lagenhet-4rum-triangeln-malmo-kommun-foreningsgatan-16-5386628043644924796,2020-01,2025-11-15T22:53:22.499006
5454721957521815189,https://www.hemnet.se/salda/lagenhet-1rum-folkets-park-malmo-kommun-kristianstadsgatan-25a-5454721957521815189,2020-01,2025-11-15T22:53:22.499009
4611101134064802002,https://www.hemnet.se/salda/lagenhet-3rum-ostra-sorgenfri-malmo-kommun-branteviksgatan-5a-4611101134064802002,2020-01,2025-11-15T22:53:22.499011
9089497183115371346,https://www.hemnet.se/salda/lagenhet-2rum-vastra-hamnen-malmo-kommun-einar-hansens-esplanad-16-9089497183115371346,2020-01,2025-11-15T22:53:22.499022
8670965550708739872,https://www.hemnet.se/salda/lagenhet-3rum-hogaholm-malmo-kommun-serenadgatan-23-8670965550708739872,2020-01,2025-11-15T22:53:22.499025
5816803825915142971,https://www.hemnet.se/salda/lagenhet-2rum-almhog-malmo-kommun-solvandegatan-3b-5816803825915142971,2020-01,2025-11-15T22:53:22.499027
3133641278919443208,https://www.hemnet.se/salda/lagenhet-2rum-kirseberg-malmo-kommun-solgatan-28h-3133641278919443208,2020-01,2025-11-15T22:53:22.499030
5174137045317549950,https://www.hemnet.se/salda/lagenhet-3rum-rosengard-malmo-kommun-thomsons-vag-10-5174137045317549950,2020-01,2025-11-15T22:53:22.499032
4448022595753350182,https://www.hemnet.se/salda/lagenhet-2rum-lorensborg-malmo-kommun-vendelsfridsgatan-6a-4448022595753350182,2020-01,2025-11-15T22:53:22.499034
6303356701685623698,https://www.hemnet.se/salda/lagenhet-2rum-lonngarden-malmo-kommun-lonngatan-40b-6303356701685623698,2020-01,2025-11-15T22:53:22.499037
2940609504336605680,https://www.hemnet.se/salda/lagenhet-2rum-rorsjostaden-malmo-kommun-kungsgatan-27a-2940609504336605680,2020-01,2025-11-15T22:53:22.499039
1793757018725327733,https://www.hemnet.se/salda/lagenhet-2rum-ellstorp-malmo-kommun-ellstorpsgatan-5d-1793757018725327733,2020-01,2025-11-15T22:53:22.499042
4843969726962182980,https://www.hemnet.se/salda/lagenhet-1rum-dockan-malmo-kommun-dockgatan-45d-4843969726962182980,2020-01,2025-11-15T22:53:22.499044
268745947486575108,https://www.hemnet.se/salda/lagenhet-2rum-vastra-hamnen-malmo-kommun-lovartsgatan-11a-268745947486575108,2020-01,2025-11-15T22:53:22.499046
4380713255668078385,https://www.hemnet.se/salda/lagenhet-2rum-slottsstaden-malmo-kommun-tarningholmsgatan-7-4380713255668078385,2020-01,2025-11-15T22:53:22.499049
282369312238278574,https://www.hemnet.se/salda/lagenhet-1rum-kirseberg-malmo-kommun-sperlingsgatan-7a-282369312238278574,2020-01,2025-11-15T22:53:22.499051
8971236332785578681,https://www.hemnet.se/salda/lagenhet-2rum-vastra-hamnen-malmo-kommun-vastra-alvgatan-10-8971236332785578681,2020-01,2025-11-15T22:53:22.499054
3032466526219434098,https://www.hemnet.se/salda/lagenhet-2rum-segevang-malmo-kommun-kronetorpsgatan-100b-3032466526219434098,2020-01,2025-11-15T22:53:22.499056
7611052955029271962,https://www.hemnet.se/salda/lagenhet-3rum-fosiedal-malmo-kommun-hyacintgatan-19-7611052955029271962,2020-01,2025-11-15T22:53:22.499058
3739456604198815760,https://www.hemnet.se/salda/lagenhet-3rum-borgmastaregarden-malmo-kommun-albinsrogatan-43-3739456604198815760,2020-01,2025-11-15T22:53:22.499060
8487293587184314314,https://www.hemnet.se/salda/lagenhet-3rum-sodertorp-malmo-kommun-ingenjorsgatan-18-8487293587184314314,2020-01,2025-11-15T22:53:22.499062
916251730521854827,https://www.hemnet.se/salda/lagenhet-2rum-nobeltorget-malmo-kommun-vitemollegatan-1d-916251730521854827,2020-01,2025-11-15T22:53:22.499064
3354424181569705941,https://www.hemnet.se/salda/lagenhet-2rum-limhamn-malmo-kommun-vastanvag-61b-3354424181569705941,2020-01,2025-11-15T22:53:22.499067
6930808637708452809,https://www.hemnet.se/salda/lagenhet-3rum-dockan-malmo-kommun-isbergs-gata-36-6930808637708452809,2020-01,2025-11-15T22:53:22.499069
895577344626902725,https://www.hemnet.se/salda/lagenhet-2rum-lonngarden-malmo-kommun-lonngatan-46d-895577344626902725,2020-01,2025-11-15T22:53:22.499071
6885805924857201531,https://www.hemnet.se/salda/lagenhet-3rum-triangeln-malmo-kommun-almbacksgatan-16-6885805924857201531,2020-01,2025-11-15T22:53:22.499074
5060466979307922493,https://www.hemnet.se/salda/lagenhet-3rum-rorsjostaden-malmo-kommun-andreegatan-11b-5060466979307922493,2020-01,2025-11-15T22:53:22.499076
3715550853493655130,https://www.hemnet.se/salda/lagenhet-2rum-rorsjostaden-malmo-kommun-foreningsgatan-69c-3715550853493655130,2020-01,2025-11-15T22:53:22.499078
992272781248188772,https://www.hemnet.se/salda/lagenhet-4rum-oxie-malmo-kommun-rategelvagen-130-992272781248188772,2020-01,2025-11-15T22:53:22.499080
288352759145664762,https://www.hemnet.se/salda/lagenhet-3rum-norra-sorgenfri-malmo-kommun-sparvagen-16a-288352759145664762,2020-01,2025-11-15T22:53:22.499082
5876274284085641569,https://www.hemnet.se/salda/lagenhet-1rum-sofielund-malmo-kommun-kopmansgatan-5-5876274284085641569,2020-01,2025-11-15T22:53:22.499084
