final_price,location,ownership_form,number_of_rooms,living_area,balcony,year_of_construction,fee,operational_cost,leasehold_fee,housing_association,sale_year,sale_month,sale_day,floor_number,top_floor_number,elevator_presence,latitude,longitude
1550000,"Kirseberg, Malmö kommun",Bostadsrätt,3,64,NA,2014,3892,NA,NA,Brf Backahusen,2016,4,10,NA,NA,NA,55.633804850000004,13.072960251779094
1895000,"Slottsstaden/Erikslust, Malmö kommun",Bostadsrätt,2,63,NA,1951,3086,4500,NA,NA,2016,4,6,NA,NA,NA,55.5942129,12.9656625
1995000,"Rönneholm/Slottsstaden, Malmö kommun",Bostadsrätt,2,64,NA,1938,3646,5300,NA,Brf Bjäre,2016,4,6,NA,NA,NA,55.5961756,12.9756124
1700000,"Slussen, Malmö kommun",Bostadsrätt,2,62,NA,1899,2412,NA,NA,Bf Håkan,2016,4,5,NA,NA,NA,55.6084108,13.0169583
810000,"Annelund, Malmö kommun",Bostadsrätt,2,64,NA,1936,2713,NA,NA,Lönnen,2016,4,5,NA,NA,NA,55.5834389,13.0218832
2200000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,64,NA,1929,3872,NA,NA,Brf Regementet i Malmö,2016,4,5,NA,NA,NA,55.5978174,12.9712395
1650000,"Dammfri / Slottsstaden, Malmö kommun",Bostadsrätt,3,64,NA,1954,4106,5500,NA,HSB Brf Ängdala,2016,4,2,NA,NA,NA,55.5892198,12.9763779
1100000,"Lindeborg, Malmö kommun",Bostadsrätt,2,62,NA,0,3219,5248,NA,Hsb Brf Sofieholm,2016,3,29,NA,NA,NA,55.5594748,12.9869051
2250000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,64,NA,1945,3557,NA,NA,Hsb Brf Bollebygd,2016,3,29,NA,NA,NA,55.5984812,12.9784999
1100000,"Lindeborg, Malmö kommun",Bostadsrätt,2,62.5,NA,1982,3988,NA,NA,Riksbyggen Brf Alphusen,2016,3,23,NA,NA,NA,55.558463,12.9933439
935000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,3,63,NA,1947,4081,NA,NA,HSB brf Tapperheten 5,2016,3,23,NA,NA,NA,55.596861,13.0116396
1925000,"Slottsstaden, Malmö kommun",Bostadsrätt,3,63,NA,1954,3528,NA,NA,HSB Brf Ärö,2016,3,23,NA,NA,NA,55.5938493,12.9785283
1155000,"Nydala, Malmö kommun",Bostadsrätt,2,63,NA,1964,3123,3700,NA,Nydala Hsb,2016,3,23,NA,NA,NA,55.5737107,13.0158094
1495000,"Slussen, Malmö kommun",Annat,2,64,NA,1901,2466,9992,NA,B F Håkan,2016,3,23,NA,NA,NA,55.6084108,13.0169583
875000,"Sorgenfri, Malmö kommun",Bostadsrätt,2,63,NA,1947,3924,5720,NA,Brf Ronnebygatan 39,2016,3,23,NA,NA,NA,55.5928561,13.0239507
1400000,"Slussen, Malmö kommun",Bostadsrätt,2,64,NA,1984,3695,5100,NA,Brf Kasper,2016,3,22,NA,NA,NA,55.6084108,13.0169583
1170000,"Kulladal, Malmö kommun",Bostadsrätt,2,62,NA,1964,3212,1848,NA,NA,2016,3,18,NA,NA,NA,55.57313,13.0025168
928000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,2,62,NA,NA,4543,5100,NA,Brf Malmgården,2016,3,17,NA,NA,NA,55.6043778,13.0223322
1780000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,2,64,NA,1927,2423,NA,NA,Bf Åsagården,2016,3,15,NA,NA,NA,55.6019158,13.0118656
680000,"Kroksbäck, Malmö kommun",Bostadsrätt,2,64,NA,1964,3343,NA,NA,HSB Brf Kroksbäck,2016,3,14,NA,NA,NA,55.576867,12.9763786
880000,"Almhög/Eriksfält/Nydala, Malmö kommun",Bostadsrätt,2,62,NA,1960,2502,5972,NA,HSB Brf Rödvenen,2016,3,12,NA,NA,NA,55.5771952,13.0233089
705000,"Persborg/Västra Kattarp, Malmö kommun",Bostadsrätt,2,62,NA,1960,3894,300,NA,Riksbyggens Brf Tulpanen,2016,3,11,NA,NA,NA,55.5780199,13.0357537
1730000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,2,63.3,NA,1927,2679,NA,NA,Bf Åsa upa,2016,3,11,NA,NA,NA,55.605713,13.0194036
880000,"Nydala, Malmö kommun",Bostadsrätt,2,64,NA,1964,3095,3700,NA,Nydala Hsb,2016,3,11,NA,NA,NA,55.5737967,13.0171141
675000,"Fosiedal, Malmö kommun",Bostadsrätt,2,63.5,NA,1973,4215,NA,NA,Riksbyggen Brf Malmöhus nr 24,2016,3,11,NA,NA,NA,55.5750654,12.9880892
800000,"Nobeltorget, Malmö kommun",Bostadsrätt,2,64,NA,1936,3972,NA,NA,Brf Hjorten,2016,3,11,NA,NA,NA,55.596224,13.0124012
2305000,"City, Malmö kommun",Bostadsrätt,2,62.5,NA,1978,2349,NA,NA,Brf Rundelen,2016,3,9,NA,NA,NA,55.6053128,13.0062884
2000000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,63,NA,1943,2557,4560,NA,NA,2016,3,7,NA,NA,NA,55.5986863,12.9751516
2100000,"Triangeln, Malmö kommun",Bostadsrätt,3,64,NA,1897,4552,NA,NA,Brf Morkullan,2016,3,4,NA,NA,NA,55.5970275,13.0070072
2300000,"Västra Hamnen, Malmö kommun",Bostadsrätt,2,63,NA,2006,4899,1500,NA,Brf Boken 1,2016,3,3,NA,NA,NA,55.611171,12.9743442
1650000,"Västra Hamnen, Malmö kommun",Bostadsrätt,2,63,NA,2007,4899,1200,NA,Brf Boken 1,2016,3,2,NA,NA,NA,55.611171,12.9743442
555000,"Almvik / Högaholm, Malmö kommun",Bostadsrätt,2,64,NA,1973,4373,5400,NA,NA,2016,3,2,NA,NA,NA,55.559864250000004,13.007117051271752
1830000,"Ribersborg, Malmö kommun",Bostadsrätt,2,64,NA,1939,4072,6537,NA,Brf Kilian 5,2016,3,2,NA,NA,NA,55.6016543,12.980564
895000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,3,63.5,NA,1955,3796,NA,NA,HSB Brf Ganbo,2016,2,26,NA,NA,NA,55.5903883,13.028004
830000,"Lönngården, Malmö kommun",Bostadsrätt,2,63,NA,1935,3370,NA,NA,Brf Rabatten,2016,2,26,NA,NA,NA,55.5836296,13.0213806
1770000,"Slottsstaden, Malmö kommun",Bostadsrätt,3,62.2,NA,1939,3515,5796,NA,NA,2016,2,26,NA,NA,NA,55.5978174,12.9712395
1395000,"Gyllins Trädgård, Malmö kommun",Bostadsrätt,2,62,NA,2012,3685,NA,NA,Brf Tjorven 1,2016,2,25,NA,NA,NA,55.5920359,13.0892154
2300000,"Dockan, Malmö kommun",Bostadsrätt,2,62,NA,2010,2898,NA,NA,Brf Skrovet,2016,2,25,NA,NA,NA,55.613285,12.990698
875000,"Husie / Röda Höja, Malmö kommun",Bostadsrätt,3,63,NA,2003,4793,1500,NA,Brf Bo Klok Blombuketten,2016,2,22,NA,NA,NA,55.5789988,13.0716633
2240000,"Slottstaden / Kronprinsen, Malmö kommun",Bostadsrätt,3,62.2,NA,1939,3515,4440,NA,NA,2016,2,19,NA,NA,NA,55.5978174,12.9712395
1700000,"Triangeln, Malmö kommun",Bostadsrätt,2,62,NA,1939,3043,NA,NA,HSB Brf Vesslan,2016,2,19,NA,NA,NA,55.590102,13.0036934
1600000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,63.1,NA,1946,2842,NA,NA,Brf Korsör,2016,2,19,NA,NA,NA,55.5942129,12.9656625
820000,"Nydala, Malmö kommun",Bostadsrätt,2,64,NA,1962,3095,3828,NA,HSB Brf Nydala,2016,2,16,NA,NA,NA,55.5737107,13.0158094
2400000,"Centrum, Malmö kommun",Bostadsrätt,2,62.5,NA,1978,2020,2359,NA,Brf Rundelen,2016,2,15,NA,NA,NA,55.6053128,13.0062884
1395000,"Limhamn, Malmö kommun",Bostadsrätt,2,64,NA,1929,4238,4800,NA,Brf Rudan 13,2016,2,15,NA,NA,NA,55.5831052,12.9286401
1865000,"Rörsjöstaden, Malmö kommun",Annat,2,62,NA,1928,3277,5100,NA,BF Celsuis UPA,2016,2,12,NA,NA,NA,55.5967116,13.0014121
2150000,"Stadsteatern / Davidshall, Malmö kommun",Bostadsrätt,2,63,NA,1920,3548,NA,NA,Brf Prinsen 5,2016,2,6,NA,NA,NA,55.5982661,12.9942424
660000,"Almhög, Malmö kommun",Bostadsrätt,2,62,NA,1963,3405,NA,NA,Riksbyggens Brf Malmöhus Nr 12,2016,1,30,NA,NA,NA,55.5586925,13.0106418
905000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,2,62.5,NA,NA,3241,5000,NA,HSB Brf Idogheten,2016,1,30,NA,NA,NA,55.5930858,13.0318726
1850000,"Borgmästaregården, Malmö kommun",Bostadsrätt,2,64,NA,1965,3456,6840,NA,HSB:s Bostadsrättsförening Domaren i Malmö,2016,1,27,NA,NA,NA,55.5839246,12.9957361
2065000,"Hyllie, Malmö kommun",Bostadsrätt,2,64,NA,2014,3802,2200,NA,Brf Hyllie Boulevard,2016,1,27,NA,NA,NA,55.5648148,12.9751305
1970000,"Västra Hamnen, Malmö kommun",Bostadsrätt,2,63,NA,2001,4148,NA,NA,Brf Oskarsgrundet,2016,1,26,NA,NA,NA,55.6114645,12.9752951
1255000,"Kulladal, Malmö kommun",Bostadsrätt,2,62,NA,0,3348,NA,NA,Hsb Brf Per Albins Hem i Malmö,2016,1,25,NA,NA,NA,55.5729421,13.0024677
1125000,"Rörsjöstaden / Värnhem, Malmö kommun",Bostadsrätt,2,62,NA,1935,4543,4800,NA,Brf Malmgården,2016,1,25,NA,NA,NA,55.6043778,13.0223322
1800000,"Ribersborg, Malmö kommun",Bostadsrätt,2,63,NA,1945,3851,NA,NA,Brf Krageholm,2016,1,22,NA,NA,NA,55.6016543,12.980564
1620000,"Limhamn, Malmö kommun",Bostadsrätt,3,63,NA,1960,2354,1344,NA,NA,2016,1,22,NA,NA,NA,55.580782,12.9258386
950000,"Nobeltorget, Malmö kommun",Bostadsrätt,2,64,NA,1936,4207,3500,NA,BRF Glädjen 2,2016,1,22,NA,NA,NA,55.5909578,13.019717
1900000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,2,64,NA,1926,2697,NA,NA,Brf Ulrika,2016,1,18,NA,NA,NA,55.6034387,13.0187216
1750000,"Triangeln/City, Malmö kommun",Bostadsrätt,2,62,NA,1988,4235,3900,NA,Brf Örnen,2016,1,15,NA,NA,NA,55.5971748,13.0058946
1400000,"Malmö, Malmö kommun",Bostadsrätt,2,63,NA,1939,4176,4440,NA,NA,2016,1,14,NA,NA,NA,55.5936841,13.0192012
755000,"Söderkulla, Malmö kommun",Bostadsrätt,2,64,NA,1964,2983,3600,NA,HSB Brf Artisten,2016,1,14,NA,NA,NA,55.5690164,13.0099469
1595000,"Dammfri, Malmö kommun",Bostadsrätt,3,62,NA,NA,3934,5400,NA,HSB Brf Ängdala i Malmö,2016,1,13,NA,NA,NA,55.5909983,12.9844609
1375000,"Södertorp, Malmö kommun",Bostadsrätt,2,63,NA,1972,3604,NA,NA,HSB Brf Södertorp,2016,1,10,NA,NA,NA,55.5759178,12.9909141
1400000,"Folkets Park, Malmö kommun",Bostadsrätt,2,64,NA,1936,3494,6000,NA,Brf Trellegården,2016,1,1,NA,NA,NA,55.5910857,13.0189603
1995000,"Folkets Park, Malmö kommun",Bostadsrätt,2,63,NA,2013,3606,NA,NA,Brf Bageriet 2,2015,12,20,NA,NA,NA,55.5958634,13.0110356
1375000,"S:t Knut, Malmö kommun",Bostadsrätt,2,63,NA,1930,3733,4200,NA,NA,2015,12,20,NA,NA,NA,55.5976244,13.0103326
2360000,"Davidshall, Malmö kommun",Bostadsrätt,2,64,NA,1930,3564,NA,NA,Brf. Ewes Hus,2015,12,16,NA,NA,NA,55.599643900000004,12.998999237958348
740000,"Högaholm, Malmö kommun",Bostadsrätt,2,62.5,NA,NA,3426,NA,NA,NA,2015,12,15,NA,NA,NA,55.5600002,13.009515
780000,"Lindeborg, Malmö kommun",Bostadsrätt,2,62.5,NA,1982,4637,3756,NA,Riksbyggen Brf Alphusen,2015,12,10,NA,NA,NA,55.5580374,12.9949861
1200000,"Nobeltorget, Malmö kommun",Bostadsrätt,2,64,NA,1945,3156,4264,NA,Brf Svenstorp 2,2015,12,9,NA,NA,NA,55.5896045,13.0224575
2530000,"Centrum, Malmö kommun",Bostadsrätt,2,64,NA,2005,3887,3895,NA,Riksbyggens Brf Concordia i Malmö,2015,12,1,NA,NA,NA,55.6046307,13.0020676
1000000,"Södertorp, Malmö kommun",Bostadsrätt,2,62,NA,1972,3473,NA,NA,HSB Brf Södertorp,2015,11,27,NA,NA,NA,55.5777055,12.9894787
1100000,"Nobeltorget, Malmö kommun",Bostadsrätt,2,64,NA,1947,3246,NA,NA,Brf Svenstorp 2,2015,11,26,NA,NA,NA,55.5894781,13.0257103
1875000,"S:t Knut / Sankt Knut, Malmö kommun",Bostadsrätt,2,62,NA,1934,2893,4040,NA,Brf Hasseln,2015,11,26,NA,NA,NA,55.5983647,13.0149534
840000,"Söderkulla, Malmö kommun",Bostadsrätt,2,63,NA,1964,3113,NA,NA,Hsb Brf Söderkulla,2015,11,23,NA,NA,NA,55.5689962,13.0073538
1100000,"Värnhem, Malmö kommun",Bostadsrätt,2,63,NA,NA,3877,NA,NA,Bostadsrättsföreningen Kaprifolen I Malmö,2015,11,22,NA,NA,NA,55.6043653,13.0278901
1380000,"Borgmästaregården, Malmö kommun",Bostadsrätt,2,63,NA,1966,3873,NA,NA,NA,2015,11,22,NA,NA,NA,55.58084,12.9937893
2400000,"Dockan, Malmö kommun",Bostadsrätt,2,63,NA,2011,3475,11309,NA,Brf Skrovet,2015,11,20,NA,NA,NA,55.6137066,12.991053
1932000,"Slottsstaden, Malmö kommun",Bostadsrätt,3,62,NA,1945,3131,NA,NA,Brf Albohem,2015,11,20,NA,NA,NA,55.5971701,12.9724694
920000,"Kulladal, Malmö kommun",Bostadsrätt,2,62,NA,1965,3090,2652,NA,Hsb Brf Per Albins Hem i Malmö,2015,11,20,NA,NA,NA,55.5712587,13.0020628
1695000,"S:t Knut/City, Malmö kommun",Bostadsrätt,2,62,NA,NA,2893,NA,NA,Brf Hasseln,2015,11,19,NA,NA,NA,55.5983647,13.0149534
750000,"Kroksbäck, Malmö kommun",Bostadsrätt,2,64,NA,NA,3282,NA,NA,NA,2015,11,19,NA,NA,NA,55.5771678,12.9756291
1100000,"Hindby / Västra kattarp, Malmö kommun",Bostadsrätt,3,62,NA,1958,3605,4560,NA,NA,2015,11,19,NA,NA,NA,55.5784969,13.0328185
1650000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,62,NA,1946,3878,6916,NA,Brf Guldborgen,2015,11,17,NA,NA,NA,55.5937269,12.9855227
1170000,"Slussen, Malmö kommun",Bostadsrätt,2,64,NA,1981,3695,4250,NA,Brf Kasper,2015,11,12,NA,NA,NA,55.6084108,13.0169583
720000,"Högaholm, Malmö kommun",Bostadsrätt,2,62.5,NA,1971,3387,4092,NA,HSB Brf Högaholm,2015,11,10,NA,NA,NA,55.5608062,13.0096996
675000,"Fosiedal, Malmö kommun",Bostadsrätt,2,63.5,NA,1973,4363,NA,NA,Riksbyggens brf Malmöhus 24,2015,11,4,NA,NA,NA,55.5748842,12.9879684
1710000,"Folkets Park, Malmö kommun",Bostadsrätt,2,64,NA,1939,3713,3000,NA,Bostadsrättsföreningen Drivan,2015,11,4,NA,NA,NA,55.5910857,13.0189603
2150000,"Drottningtorget, Malmö kommun",Bostadsrätt,2,64,NA,1905,3738,2326,NA,Brf Drottningtorget Dragonen,2015,11,4,NA,NA,NA,55.6079624,13.0011724
1150000,"Södertorp, Malmö kommun",Bostadsrätt,2,62,NA,1972,3473,3000,NA,HSB Brf Södertorp,2015,11,4,NA,NA,NA,55.5766491,12.9893341
1850000,"City/Triangeln, Malmö kommun",Bostadsrätt,2,64,NA,1903,3308,NA,NA,Brf Allskönsro,2015,11,3,NA,NA,NA,55.5967326,13.0111032
970000,"Nobeltorget / Östra Sorgenfri, Malmö kommun",Bostadsrätt,3,63.5,NA,1955,3796,5400,NA,HSB BRF Ganbo,2015,11,2,NA,NA,NA,55.5909046,13.0307474
700000,"Kroksbäck, Malmö kommun",Bostadsrätt,2,64,NA,1964,3395,NA,NA,HSB Brf Kroksbäck,2015,11,1,NA,NA,NA,55.576867,12.9763786
1100000,"Kulladal/Blekingsborg, Malmö kommun",Bostadsrätt,2,62.5,NA,1957,3840,960,NA,HSB Brf Eriksfält,2015,10,31,NA,NA,NA,55.5770621,13.0033089
825000,"Oxie, Malmö kommun",Bostadsrätt,2,64,NA,1975,4402,3960,NA,HSB Brf Oshögavången,2015,10,30,NA,NA,NA,55.5410872,13.1085032
1790000,"Ribersborg, Malmö kommun",Bostadsrätt,2,62,NA,1945,3419,NA,NA,Brf Kilian 9,2015,10,30,NA,NA,NA,55.6016543,12.980564
735000,"Nobel / Annelund, Malmö kommun",Bostadsrätt,2,63,NA,1954,4195,4140,NA,NA,2015,10,28,NA,NA,NA,55.5894781,13.0257103
2185000,"City/Drottningtorget, Malmö kommun",Bostadsrätt,3,63,NA,NA,3780,5784,NA,NA,2015,10,27,NA,NA,NA,55.64093,13.065082
1350000,"Södertorp, Malmö kommun",Bostadsrätt,2,63,NA,1972,3618,5600,NA,HSB Brf Södertorp,2015,10,27,NA,NA,NA,55.5759178,12.9909141
1750000,"Hästhagen, Malmö kommun",Bostadsrätt,2,63.4,NA,1943,3448,4477,NA,HSB Brf Kanslern,2015,10,27,NA,NA,NA,55.5967978,12.9915113
2500000,"Dockan, Malmö kommun",Bostadsrätt,2,63,NA,2010,3474,NA,NA,Brf Skrovet,2015,10,27,NA,NA,NA,55.613285,12.990698
880000,"Slussen, Malmö kommun",Bostadsrätt,2,64,NA,1989,5073,6240,NA,NA,2015,10,20,NA,NA,NA,55.606888,13.0170157
640000,"Högaholm, Malmö kommun",Bostadsrätt,2,64,NA,1973,3591,NA,NA,Riksbyggen Brf Malmöhus 23,2015,10,14,NA,NA,NA,55.55915845,13.007426155000589
510000,"Fosiedal, Malmö kommun",Bostadsrätt,2,63.5,NA,1973,4245,4800,NA,Riksbyggens Brf Malmöhus Nr 24,2015,10,11,NA,NA,NA,55.5739452,12.9872395
1200000,"Lindeborg, Malmö kommun",Bostadsrätt,2,62,NA,1972,3248,NA,NA,HSB Brf Henriksdal,2015,10,8,NA,NA,NA,55.5655735,12.9895629
850000,"Sorgenfri, Malmö kommun",Bostadsrätt,2,62.5,NA,1955,4125,4950,NA,HSB Brf Jämlikheten,2015,10,7,NA,NA,NA,55.5906836,13.0260575
2000000,"Slussen, Malmö kommun",Bostadsrätt,2,64,NA,1929,3109,5200,NA,Brf Carl i Malmö,2015,10,4,NA,NA,NA,55.6072382,13.0175196
1060000,"Lindeborg, Malmö kommun",Bostadsrätt,2,62,NA,1972,3271,4200,NA,HSB Brf Henriksdal,2015,10,4,NA,NA,NA,55.5659062,12.9887204
1080000,"Blekingsborg/Mobilia, Malmö kommun",Bostadsrätt,2,62,NA,1956,3887,NA,NA,HSB Brf Eriksfält,2015,10,2,NA,NA,NA,55.5770621,13.0033089
1300000,"Limhamn, Malmö kommun",Bostadsrätt,2,63,NA,NA,3400,NA,NA,Brf Kanariefågeln,2015,9,27,NA,NA,NA,55.5862494,12.9435063
750000,"Almvik, Malmö kommun",Bostadsrätt,2,64,NA,1972,3571,NA,NA,Brf Riksbyggen Malmöhus nr 22,2015,9,27,NA,NA,NA,55.56164685,13.0063840549465
655000,"Almvik/Högaholm, Malmö kommun",Bostadsrätt,2,64,NA,1971,3529,1320,NA,HSB Brf Högaholm,2015,9,25,NA,NA,NA,55.5616487,13.0121841
550000,"Fosiedal, Malmö kommun",Bostadsrätt,2,63.5,NA,1973,4118,11532,NA,Riksbyggen Malmöhus 24,2015,9,25,NA,NA,NA,55.5739452,12.9872395
1675000,"Limhamn, Malmö kommun",Bostadsrätt,2,62,NA,1993,5067,NA,NA,Brf Mästerlotsen 1,2015,9,24,NA,NA,NA,55.5925475,12.9224559
1325000,"Möllevången, Malmö kommun",Bostadsrätt,2,63,NA,1929,3173,NA,NA,Brf Fanan,2015,9,24,NA,NA,NA,55.5925616,13.0082042
1585000,"Värnhem/Rörsjöstaden, Malmö kommun",Bostadsrätt,2,62,NA,1935,3696,5160,NA,Brf Granen 10-11,2015,9,24,NA,NA,NA,55.5967116,13.0014121
1650000,"Hästhagen/ Stadsteatern, Malmö kommun",Bostadsrätt,2,64,NA,1937,3220,NA,NA,NA,2015,9,22,NA,NA,NA,55.5965539,12.9929765
895000,"Slussen, Malmö kommun",Bostadsrätt,2,64,NA,1989,5073,4200,NA,HSB Brf Skansen,2015,9,17,NA,NA,NA,55.6070019,13.0163665
1860000,"Ribersborg/Slottsstaden, Malmö kommun",Bostadsrätt,2,62,NA,1945,3418,410,NA,Brf Kilian 9,2015,9,16,NA,NA,NA,55.6016543,12.980564
1750000,"Sj-husen, Malmö kommun",Annat,2,63,NA,1899,2143,5842,NA,Bf Håkan UPA Järnvägsmännen,2015,9,15,NA,NA,NA,55.6084108,13.0169583
1495000,"City / Borgmästaregården, Malmö kommun",Bostadsrätt,2,64,NA,1965,3290,NA,NA,NA,2015,9,11,NA,NA,NA,55.5820839,12.9970758
1950000,"Triangeln, Malmö kommun",Bostadsrätt,3,62,NA,1898,2819,3345,NA,Brf Kv Kråkan 80,2015,9,8,NA,NA,NA,55.5892723,13.0056455
880000,"Kulladal, Malmö kommun",Bostadsrätt,2,62,NA,1965,3054,1320,NA,HSB Brf Per Albins Hem,2015,9,8,NA,NA,NA,55.5712587,13.0020628
870000,"Sorgenfri/Nobeltorget, Malmö kommun",Bostadsrätt,2,62.8,NA,1947,3972,4500,NA,Brf Ronnebygatan 39,2015,9,2,NA,NA,NA,55.5928561,13.0239507
1970000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,63,NA,1940,4015,NA,NA,Brf Katrinetorp,2015,9,2,NA,NA,NA,55.5954992,12.9783986
750000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,2,62.5,NA,1972,3200,5280,NA,NA,2015,9,1,NA,NA,NA,55.5931376,13.0313116
535000,"Högaholm, Malmö kommun",Bostadsrätt,2,64,NA,1971,3511,NA,NA,Hsb Brf Högaholm,2015,9,1,NA,NA,NA,55.5606661,13.011446
2300000,"Davidshall, Malmö kommun",Annat,2,63.5,NA,1929,2676,3300,NA,Bf Davidshallsgården upa,2015,8,29,NA,NA,NA,55.5996823,12.999305
1845000,"Ribersborg, Malmö kommun",Bostadsrätt,2,64,NA,1957,3645,2208,NA,Brf Ribersborg 1,2015,8,26,NA,NA,NA,55.6018657,12.9741952
800000,"Kulladal, Malmö kommun",Bostadsrätt,2,62,NA,1965,3119,2964,NA,HSB Brf Per Albins Hem i Malmö,2015,8,25,NA,NA,NA,55.5729421,13.0024677
1650000,"Slottsstaden / Ribersborg, Malmö kommun",Bostadsrätt,2,62,NA,1944,3845,2760,NA,Brf Skvadronen 20,2015,8,25,NA,NA,NA,55.5970576,12.9794247
1100000,"Södertorp, Malmö kommun",Bostadsrätt,2,63,NA,1972,3465,4200,NA,HSB:s Bostadsrättsförening Södertorp i Malmö,2015,8,24,NA,NA,NA,55.5759178,12.9909141
1600000,"Slottsstaden, Malmö kommun",Bostadsrätt,3,63,NA,1954,3355,4536,NA,NA,2015,8,24,NA,NA,NA,55.5942129,12.9656625
725000,"Kroksbäck, Malmö kommun",Bostadsrätt,2,64,NA,NA,3405,NA,NA,Hsb Bostadsrättsförening Kroksbäck I Malmö,2015,8,23,NA,NA,NA,55.5770039,12.9754684
995000,"Södertorp, Malmö kommun",Bostadsrätt,2,62,NA,1971,3533,3492,NA,HSB Brf Södertorp,2015,8,21,NA,NA,NA,55.576124,12.9910349
1295000,"Hästhagen, Malmö kommun",Bostadsrätt,2,64,NA,1946,3588,3637,NA,Brf Rosenborg,2015,8,20,NA,NA,NA,55.5941023,12.9838533
1730000,"Slottstaden / Fågelbacken, Malmö kommun",Bostadsrätt,2,63.3,NA,1958,2717,3600,NA,Brf Vilhelmstorp,2015,8,19,NA,NA,NA,55.5949901,12.9847548
640000,"Söderkulla, Malmö kommun",Bostadsrätt,2,63,NA,1964,3199,3288,NA,HSB Brf Artisten,2015,8,19,NA,NA,NA,55.5689632,13.0102151
805000,"Segevång, Malmö kommun",Bostadsrätt,2,63,NA,1964,2832,NA,NA,Riksbyggen Brf Malmöhus nr 15,2015,8,18,NA,NA,NA,55.6153183,13.0545434
2750000,"Gamla Väster, Malmö kommun",Bostadsrätt,2,64,NA,1907,3288,6684,NA,Brf Hjorttackan 917,2015,8,15,NA,NA,NA,55.6048662,12.9952556
1600000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,62,NA,1929,3361,4200,NA,Brf Tärninglund,2015,8,10,NA,NA,NA,55.5979086,12.9802487
1495000,"S:t Knut / Sankt Knut, Malmö kommun",Bostadsrätt,2,64,NA,1936,4150,NA,NA,Brf Mäster Henrik,2015,8,8,NA,NA,NA,55.59703,13.0155559
585000,"Almvik, Malmö kommun",Bostadsrätt,2,64,NA,1972,3570,NA,NA,Brf Riksbyggen Malmöhus nr 22,2015,8,7,NA,NA,NA,55.56114345,13.006989097410425
972000,"Blekingsborg, Malmö kommun",Bostadsrätt,2,62,NA,1956,3887,NA,NA,HSB Brf Eriksfält,2015,8,6,NA,NA,NA,55.5770621,13.0033089
900000,"Södertorp, Malmö kommun",Bostadsrätt,2,63,NA,1972,3575,NA,NA,NA,2015,8,4,NA,NA,NA,55.5763851,12.9883832
1102000,"Lindeborg, Malmö kommun",Bostadsrätt,2,62,NA,1972,3271,NA,NA,HSB Brf Henriksdal,2015,8,3,NA,NA,NA,55.5659062,12.9887204
2180000,"Davidshall, Malmö kommun",Bostadsrätt,2,63,NA,1938,3560,4440,NA,NA,2015,7,31,NA,NA,NA,55.597986,12.9931272
610000,"Högaholm, Malmö kommun",Bostadsrätt,2,64,NA,1972,3650,3240,NA,Riksbyggen Brf Malmöhus 23,2015,7,30,NA,NA,NA,55.559864250000004,13.007117051271752
1695000,"Slottsstaden, Malmö kommun",Bostadsrätt,2,62,NA,1945,3874,4333,NA,Brf Krageholm,2015,7,28,NA,NA,NA,55.6016543,12.980564
605000,"Söderkulla, Malmö kommun",Bostadsrätt,2,64,NA,1964,3330,NA,NA,HSB Brf Söderkulla,2015,7,23,NA,NA,NA,55.5683541,13.0070937
1325000,"Nobeltorget, Malmö kommun",Bostadsrätt,3,62,NA,1947,3703,5040,NA,Brf Kiviksgården,2015,7,17,NA,NA,NA,55.5920549,13.0248736
2135000,"Ribersborg, Malmö kommun",Bostadsrätt,2,63,NA,1939,3927,5600,NA,Brf Kilian 5,2015,7,17,NA,NA,NA,55.6016543,12.980564
710000,"Segevång, Malmö kommun",Bostadsrätt,2,63,NA,1964,3513,1200,NA,Riksbyggen Brf Malmöhus 15,2015,7,17,NA,NA,NA,55.6153183,13.0545434
1600000,"Drottningtorget, Malmö kommun",Bostadsrätt,2,64,NA,1912,3614,NA,NA,Brf Österportsgatan,2015,7,13,NA,NA,NA,55.6079254,13.0117443
1200000,"Södertorp, Malmö kommun",Bostadsrätt,2,62,NA,1972,3448,3600,NA,NA,2015,7,13,NA,NA,NA,55.5771672,12.989633
462500,"Fosiedal, Malmö kommun",Bostadsrätt,2,63.5,NA,1973,4462,1200,NA,Riksbyggen Brf Malmöhus 24,2015,7,12,NA,NA,NA,55.5750654,12.9880892
895000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,2,64,NA,1935,4916,6000,NA,Brf Malmgården,2015,7,10,NA,NA,NA,55.6080242,13.0215503
