final_price,location,ownership_form,number_of_rooms,living_area,balcony,year_of_construction,fee,operational_cost,leasehold_fee,housing_association,sale_year,sale_month,sale_day,floor_number,top_floor_number,elevator_presence,latitude,longitude
1895000,"Gamla Väster, Malmö kommun",Bostadsrätt,1,30,0,1929,1715,NA,NA,NA,2024,2,26,2,3,0,55.6055174,12.993356171389639
1600000,"Dockan, Malmö kommun",Bostadsrätt,1,33,1,2023,2944,2280,NA,NA,2024,2,20,4,7,1,55.6130851,12.9880223
925000,"Ellstorp, Malmö kommun",Bostadsrätt,1,34,1,1938,3035,NA,NA,NA,2024,2,18,3,6,1,55.6035167,13.0293407
1675000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,34,1,2017,3374,2280,NA,NA,2024,2,11,4,5,1,55.6118812,12.9794571
600000,"Lönngården, Malmö kommun",Bostadsrätt,1,31,1,1953,3126,NA,NA,NA,2024,2,11,1,4,0,55.5835069,13.0236184
1050000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,0,1942,2581,NA,NA,NA,2024,2,11,3,4,0,55.6026785,13.0334435
1050000,"Sorgenfri, Malmö kommun",Bostadsrätt,2,34,1,1940,2804,7560,NA,NA,2024,2,8,4,4,0,55.5928561,13.0239507
1260000,"Slottsstaden, Malmö kommun",Bostadsrätt,1,30,NA,1952,2159,NA,NA,NA,2024,2,7,4,4,0,55.5950841,12.971241
1325000,"Hästhagen, Malmö kommun",Bostadsrätt,1,32.4,0,1943,1992,NA,NA,NA,2024,2,5,1,4,1,55.5967978,12.9915113
1560000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,35,1,2023,3394,NA,NA,NA,2024,2,2,5,NA,1,55.6127345,12.9805326
1550000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,35,0,NA,3394,NA,NA,NA,2024,2,2,1,6,1,55.6127345,12.9805326
1390000,"Elinegård, Malmö kommun",Bostadsrätt,1,35,1,2022,2180,8220,NA,NA,2024,2,2,4,5,1,55.5584257,12.9457379
1195000,"Ribersborg, Malmö kommun",Bostadsrätt,1,30,0,1954,3618,NA,NA,NA,2024,1,25,2,4,0,55.600983,12.9784344
1515000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,35,1,2023,3394,NA,NA,NA,2024,1,23,4,NA,1,55.6127345,12.9805326
1525000,"Ribersborg, Malmö kommun",Bostadsrätt,1,33,NA,1962,2732,5948,NA,NA,2024,1,22,3,8,1,55.6001562,12.9716324
1125000,"Kirseberg, Malmö kommun",Bostadsrätt,1,32,1,2014,2669,8143,NA,NA,2024,1,22,5,5,1,55.633804850000004,13.072960251779094
1640000,"Hyllie, Malmö kommun",Bostadsrätt,2,35,1,2019,3043,6160,NA,NA,2024,1,22,2,4,1,55.5626378,12.9793121
1125000,"Limhamn, Malmö kommun",Bostadsrätt,1,35,1,2022,2180,2232,NA,NA,2024,1,9,2,NA,1,55.5697469,12.9459876
1700000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,30.4,NA,2023,2520,9000,NA,NA,2024,1,8,6,NA,NA,55.6091753,12.9925527
1715000,"Dockan, Malmö kommun",Bostadsrätt,1,33,1,2020,2758,NA,NA,NA,2024,1,5,4,7,1,55.613945,12.9872584
1040000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,1,1940,3010,672,NA,NA,2024,1,4,4,6,1,55.6029903,13.0324629
1150000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,NA,1946,2581,1800,NA,NA,2023,12,30,3,4,NA,55.60247,13.0337718
1640000,"Dockan, Malmö kommun",Bostadsrätt,1,33,1,2019,2335,NA,NA,NA,2023,12,22,3,7,1,55.613945,12.9872584
765000,"Kirseberg, Malmö kommun",Bostadsrätt,1,33,1,1938,2654,NA,NA,NA,2023,12,19,5,5,1,55.6094821,13.0312641
1150000,"Möllevången, Malmö kommun",Bostadsrätt,1,33,NA,1907,2260,2000,NA,NA,2023,12,18,3,NA,0,55.5885809,13.0179385
1570000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,2023,3155,3825,NA,NA,2023,12,15,2,11,1,55.6072828,12.9841484
1145000,"Gamla Limhamn, Malmö kommun",Bostadsrätt,1,32,0,1950,2584,5880,NA,NA,2023,12,15,NA,NA,NA,55.5840013,12.9362697
1100000,"Östervärn, Malmö kommun",Andel i bostadsförening,1,33,0,1926,1626,12178,NA,NA,2023,12,13,3,4,0,55.6047333,13.0264647
2095000,"Davidshall, Malmö kommun",Bostadsrätt,1,33,0,1930,1567,NA,NA,NA,2023,12,12,4,5,1,55.5966579,13.0009472
1650000,"Varvsstaden, Malmö kommun",Bostadsrätt,2,30,1,2023,3429,3516,NA,NA,2023,12,5,2,7,1,55.6072828,12.9841484
1600000,"Dockan, Malmö kommun",Bostadsrätt,1,33,1,2020,2554,4800,NA,NA,2023,11,29,6,7,1,55.613945,12.9872584
2000000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,35,1,2023,3201,NA,NA,NA,2023,11,29,5,7,1,55.6072828,12.9841484
1625000,"Slottsstaden, Malmö kommun",Bostadsrätt,1,31,1,1945,1738,NA,NA,NA,2023,11,28,3,4,0,55.59763005,12.979750731253356
1530000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,1,35,NA,1928,1714,13716,NA,NA,2023,11,28,4,NA,0,55.605713,13.0194036
535000,"Norra Sorgenfri, Malmö kommun",Bostadsrätt,1,35,1,2021,6097,5400,NA,NA,2023,11,15,3,4,1,55.5903883,13.028004
740000,"Lönngården, Malmö kommun",Bostadsrätt,2,33,0,1935,1712,9276,NA,NA,2023,11,14,3,4,0,55.5822381,13.0242811
2550000,"Limhamn, Malmö kommun",Bostadsrätt,2,35,1,1950,2827,6000,NA,NA,2023,11,9,3,3,0,55.5840013,12.9362697
1750000,"Dockan, Malmö kommun",Bostadsrätt,1,35,0,2023,3030,NA,NA,NA,2023,11,5,1,7,0,55.6130851,12.9880223
1405000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,1,33,NA,1929,2059,5300,NA,NA,2023,11,3,2,5,0,55.6063582,13.0146619
1385000,"Limhamns sjöstad, Malmö kommun",Bostadsrätt,1,32,1,2021,2718,NA,NA,NA,2023,10,27,3,7,1,55.587829,12.9481603
1350000,"Ribersborg, Malmö kommun",Bostadsrätt,1,32,0,1953,3159,8160,NA,NA,2023,10,26,5,6,1,55.6002438,12.9744988
1850000,"Rådmansvången, Malmö kommun",Bostadsrätt,1,31,0,1908,2146,2280,NA,NA,2023,10,16,1,5,1,55.596984,12.9981125
1315000,"Hyllie, Malmö kommun",Bostadsrätt,1,34,1,2020,2500,NA,NA,NA,2023,10,13,3,6,1,55.5606548,12.9785709
1550000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,32.5,NA,2017,2953,7052,NA,NA,2023,10,10,5,5,1,55.6120207,12.9804006
1800000,"Västra Hamnen / Dockan, Malmö kommun",Bostadsrätt,1,32,1,2018,2298,NA,NA,NA,2023,10,5,4,7,1,55.6182581,12.982381
1775000,"Ribersborg, Malmö kommun",Bostadsrätt,1,31,0,1936,1550,NA,NA,NA,2023,10,5,5,5,0,55.60140215,12.981850734499758
935000,"Kirseberg, Malmö kommun",Bostadsrätt,2,35,0,1957,2795,2280,NA,NA,2023,10,4,NA,NA,NA,55.6085421,13.0779344
1540000,"S:t Knut, Malmö kommun",Bostadsrätt,2,34,NA,1931,3321,NA,NA,NA,2023,10,3,2,4,0,55.6001979,13.0123915
1095000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,1,34,0,1942,3147,NA,NA,NA,2023,10,2,2,4,0,55.5920084,13.0217886
1285000,"Hyllie, Malmö kommun",Bostadsrätt,1,35,1,2022,3898,NA,NA,NA,2023,9,28,2,7,1,55.5603197,12.9730325
1550000,"Hyllie, Malmö kommun",Bostadsrätt,1,34,NA,2018,2558,14273,NA,NA,2023,9,28,1,7,1,55.5615764,12.9796821084608
1650000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,33,1,2019,2267,4800,NA,NA,2023,9,27,2,7,1,55.6144582,12.9864738
1400000,"City/Slussen, Malmö kommun",Bostadsrätt,1,35,NA,2017,2672,2400,NA,NA,2023,9,26,1,10,1,55.6079759,13.0210023
1420000,"Hyllie, Malmö kommun",Bostadsrätt,1,34,0,2017,1783,NA,NA,NA,2023,9,25,1,5,1,55.5605152,12.9794752
1410000,"Hyllie, Malmö kommun",Bostadsrätt,2,33,1,2020,2594,2640,NA,NA,2023,9,22,1,4,1,55.5626378,12.9793121
1045000,"Västra Sorgenfri, Malmö kommun",Bostadsrätt,1,32.9,0,1938,2772,NA,NA,NA,2023,9,21,1,4,0,55.5931415,13.0194533
1075000,"Elinegård, Malmö kommun",Bostadsrätt,1,35,NA,2018,2412,NA,NA,NA,2023,9,21,1,5,1,55.5681958,12.9474894
1500000,"Ribersborg, Malmö kommun",Bostadsrätt,1,33,0,1962,2602,4050,NA,NA,2023,9,15,4,8,1,55.6001562,12.9716324
1650000,"Dockan, Malmö kommun",Bostadsrätt,1,34,1,2023,2363,NA,NA,NA,2023,9,15,6,7,1,55.6130851,12.9880223
1425000,"City, Malmö kommun",Bostadsrätt,NA,35,0,1971,2109,NA,NA,NA,2023,9,10,5,5,1,55.6071399,13.0043767
1200000,"Gamla Limhamn, Malmö kommun",Bostadsrätt,1,32,NA,1947,2468,NA,NA,NA,2023,9,2,2,4,0,55.5852335,12.9430358
2450000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,NA,2808,NA,NA,NA,2023,8,30,4,5,1,55.6086641,12.985681599999996
1100000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,1,34,NA,1942,2894,NA,NA,NA,2023,8,24,4,4,0,55.5920084,13.0217886
910000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,1,30.5,NA,NA,2176,2300,NA,NA,2023,8,19,6,6,1,55.5942922,13.0228363
1360000,"S:t Knut, Malmö kommun",Andel i bostadsförening,1,35,0,1928,2202,2280,NA,NA,2023,8,19,1,4,0,55.596861,13.0116396
1000000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,0,1940,2517,NA,NA,NA,2023,8,17,1,6,1,55.6029903,13.0324629
1024000,"Östra Sorgenfri, Malmö kommun",Bostadsrätt,1,32,0,1952,2441,NA,NA,NA,2023,8,10,3,4,0,55.5928561,13.0239507
595000,"Norra Sorgenfri, Malmö kommun",Bostadsrätt,1,35,1,2021,6138,NA,NA,NA,2023,8,7,3,5,1,55.5903883,13.028004
680000,"Seved, Malmö kommun",Bostadsrätt,1,30,0,1938,1518,NA,NA,NA,2023,8,4,1,3,0,55.5832589,13.0145702
1695000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,2021,2785,NA,NA,NA,2023,8,3,2,10,1,55.6072828,12.9841484
1695000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,2023,2785,3192,NA,NA,2023,7,31,3,11,1,55.6072828,12.9841484
1050000,"Ellstorp, Malmö kommun",Bostadsrätt,1,34,1,1938,3048,NA,NA,NA,2023,7,31,6,6,1,55.6039149,13.0287868
1695000,"Dockan, Malmö kommun",Bostadsrätt,1,34,1,2023,2363,NA,NA,NA,2023,7,27,5,7,1,55.6130851,12.9880223
1545000,"Drottningtorget, Malmö kommun",Bostadsrätt,1,31,0,1929,2389,NA,NA,NA,2023,7,26,3,4,0,55.6079254,13.0117443
1700000,"S:t Knut, Malmö kommun",Andel i bostadsförening,1,34,NA,1927,2292,NA,NA,NA,2023,7,25,3,4,0,55.5968662,13.0136301
650000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,NA,1943,2581,4200,NA,NA,2023,7,25,3,4,0,55.602124,13.0351962
1060000,"Bulltofta, Malmö kommun",Bostadsrätt,1,32,1,2019,2864,5040,NA,NA,2023,7,24,3,5,1,55.6032108,13.0296041
1000000,"Bulltofta Friluftsstad, Malmö kommun",Bostadsrätt,1,32,1,2019,2864,3858,NA,NA,2023,7,19,3,5,1,55.6032108,13.0296041
1500000,"Limhamn Sjöstad, Malmö kommun",Bostadsrätt,1,34.5,1,2023,2316,NA,NA,NA,2023,7,17,4,7,1,55.5887396,12.9330203
1790000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,2023,2785,NA,NA,NA,2023,7,14,5,11,1,55.6072828,12.9841484
750000,"Söderkulla, Malmö kommun",Bostadsrätt,1,34.5,0,1964,1967,NA,NA,NA,2023,7,13,1,4,0,55.5691245,13.0092981
1595000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,32.5,0,2017,2953,7354,NA,NA,2023,7,12,5,5,1,55.6120207,12.9804006
2095000,"Triangeln, Malmö kommun",Bostadsrätt,1,35,1,2022,2998,NA,NA,NA,2023,7,5,6,7,1,55.5496149,12.9825476
1300000,"S:t Knut, Malmö kommun",Bostadsrätt,1,34,0,1931,3320,NA,NA,NA,2023,7,3,3,4,0,55.6001979,13.0123915
1800000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,34.5,1,2020,2553,5400,NA,NA,2023,7,3,4,6,1,55.6127814,12.9807896
1050000,"Ellstorp, Malmö kommun",Bostadsrätt,1,34,1,1939,3048,5880,NA,NA,2023,6,28,5,6,1,55.6039149,13.0287868
1220000,"Elinegård, Malmö kommun",Bostadsrätt,1,35,0,2023,3027,NA,NA,NA,2023,6,27,5,5,1,55.5675179,12.9469099
1120000,"Nobeltorget, Malmö kommun",Bostadsrätt,1,34.9,NA,1936,2452,9960,NA,NA,2023,6,21,1,4,0,55.591235,13.0200968
1130000,"Västra Sorgenfri, Malmö kommun",Bostadsrätt,1,32.5,0,1937,1799,NA,NA,NA,2023,6,20,1,4,0,55.5942448,13.0195123
1395000,"Hyllie, Malmö kommun",Bostadsrätt,1,35,1,2023,3053,3900,NA,NA,2023,6,19,3,7,1,55.5594819,12.9722273
1585000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,35,0,2022,2825,4389,NA,NA,2023,6,19,1,7,1,55.6072828,12.9841484
945000,"Nobeltorget, Malmö kommun",Bostadsrätt,1,35,1,1954,2772,5200,NA,NA,2023,6,11,4,4,0,55.5894781,13.0257103
1395000,"Norra Sorgenfri, Malmö kommun",Bostadsrätt,2,35,0,2021,3015,4200,NA,NA,2023,6,9,1,6,1,55.6005334,13.0233206
1760000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,30.2,1,2022,2509,4320,NA,NA,2023,6,9,5,7,1,55.6091753,12.9925527
1150000,"Möllevången, Malmö kommun",Bostadsrätt,1,32,0,1904,2527,2280,NA,NA,2023,6,2,3,5,0,55.5930536,13.0091703
1720000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,2023,2785,NA,NA,NA,2023,6,1,3,11,1,55.6072828,12.9841484
995000,"Ellstorp, Malmö kommun",Bostadsrätt,1,34,1,1938,3048,NA,NA,NA,2023,5,31,3,6,1,55.6039149,13.0287868
1400000,"Ribersborg, Malmö kommun",Bostadsrätt,1,32,NA,1954,3230,NA,NA,NA,2023,5,30,4,5,0,55.6007559,12.9778893
1550000,"Drottningtorget, Malmö kommun",Bostadsrätt,2,32,NA,1929,2284,NA,NA,NA,2023,5,29,3,4,0,55.6079254,13.0117443
1580000,"LIMHAMNS SJÖSTAD, Malmö kommun",Bostadsrätt,1,34,NA,2022,2830,5952,NA,NA,2023,5,28,1,5,1,55.587829,12.9481603
1190000,"Limhamn, Malmö kommun",Bostadsrätt,1,35,NA,1945,2899,NA,NA,NA,2023,5,24,1,NA,NA,55.5774213,12.9490713
1250000,"Dammfri, Malmö kommun",Bostadsrätt,1,31.5,0,1951,2594,2028,NA,NA,2023,5,23,4,4,1,55.5892198,12.9763779
1340000,"Slottsstaden, Malmö kommun",Bostadsrätt,1,32,0,1954,3076,NA,NA,NA,2023,5,22,3,5,1,55.5942129,12.9656625
1850000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,33.7,1,2022,2698,4320,NA,NA,2023,5,22,5,7,1,55.6080084,12.9869636
1095000,"Nobeltorget, Malmö kommun",Bostadsrätt,1,35,1,1942,2843,NA,NA,NA,2023,5,17,2,4,0,55.5920084,13.0217886
1900000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,35,1,2022,2797,NA,NA,NA,2023,5,15,6,7,1,55.6090212,12.9845453
1575000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,35,0,2021,2278,NA,NA,NA,2023,5,9,1,5,1,55.6115278,12.9830293
1380000,"Limhamn, Malmö kommun",Bostadsrätt,1,34.5,1,2023,2316,NA,NA,NA,2023,5,7,6,9,1,55.5887396,12.9330203
975000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,NA,1943,2526,1856,NA,NA,2023,5,5,3,4,0,55.6022716,13.0345884
820000,"Sofielund, Malmö kommun",Bostadsrätt,1,31,1,1937,2568,9000,NA,NA,2023,5,5,4,4,0,55.5915125,13.007001
1630000,"Hästhagen, Malmö kommun",Bostadsrätt,1,31,0,1934,2209,NA,NA,NA,2023,5,3,5,5,1,55.5968176,12.993431195083676
1395000,"Limhamn, Malmö kommun",Bostadsrätt,1,34.5,1,2023,2316,NA,NA,NA,2023,4,29,2,7,1,55.5887396,12.9330203
1450000,"Hyllie, Malmö kommun",Bostadsrätt,1,34,1,2023,3132,NA,NA,NA,2023,4,28,4,8,1,55.5645003,12.9819928
1395000,"Slottsstaden, Malmö kommun",Bostadsrätt,1,31,0,1945,1738,10308,NA,NA,2023,4,28,1,4,0,55.59763005,12.979750731253356
2450000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,2022,2600,NA,NA,NA,2023,4,28,3,4,1,55.6086641,12.985681599999996
1525000,"Slussen, Malmö kommun",Bostadsrätt,1,35,1,2019,2672,3550,NA,NA,2023,4,25,2,10,1,55.607808,13.0208943
565000,"Norra Sorgenfri, Malmö kommun",Bostadsrätt,1,33,0,2021,5788,NA,NA,NA,2023,4,24,3,5,1,55.5903883,13.028004
1245000,"Limhamn, Malmö kommun",Bostadsrätt,1,30,1,1955,1974,4680,NA,NA,2023,4,24,4,4,0,55.5815923,12.9248188
1050000,"Limhamn, Malmö kommun",Bostadsrätt,1,31,1,1960,2506,3360,NA,NA,2023,4,19,1,3,NA,55.5844525,12.9349031
1430000,"Hyllie, Malmö kommun",Bostadsrätt,1,35,1,2022,3053,NA,NA,NA,2023,4,18,4,5,1,55.5583786,12.9733867
1620000,"Limhamns Sjöstad, Malmö kommun",Bostadsrätt,1,32,1,NA,3667,NA,NA,NA,2023,4,14,6,7,1,55.587829,12.9481603
1530000,"Dockan, Malmö kommun",Bostadsrätt,1,33,1,2022,2363,NA,NA,NA,2023,4,13,3,7,1,55.6130851,12.9880223
850000,"Dalaplan, Malmö kommun",Bostadsrätt,1,33,NA,1937,1946,8703,NA,NA,2023,4,12,3,3,0,55.5844143,13.0098061
2295000,"Ribersborg, Malmö kommun",Bostadsrätt,1,35,1,2022,1998,NA,NA,NA,2023,4,12,5,5,0,55.60140215,12.981850734499758
1825000,"Dockan, Malmö kommun",Bostadsrätt,1,35,0,2018,2417,4320,NA,NA,2023,4,10,1,7,1,55.613945,12.9872584
1650000,"Slottsstaden, Malmö kommun",Bostadsrätt,1,32,0,1909,2224,NA,NA,NA,2023,4,5,1,5,1,55.5982633,12.9789806
995000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,0,1942,2649,NA,NA,NA,2023,4,3,3,4,0,55.6024203,13.0339764
800000,"Västra Kattarp, Malmö kommun",Bostadsrätt,1,34.5,NA,NA,2528,NA,NA,NA,2023,3,28,3,4,0,55.5790133,13.0348463
1450000,"Dockan, Malmö kommun",Bostadsrätt,1,33,NA,2022,2329,NA,NA,NA,2023,3,24,2,7,1,55.6130851,12.9880223
650000,"Lönngården, Malmö kommun",Bostadsrätt,1,31.1,NA,1943,1882,4748,NA,NA,2023,3,24,2,4,0,55.5835069,13.0236184
1475000,"Dockan, Malmö kommun",Bostadsrätt,1,34,1,2022,2363,NA,NA,NA,2023,3,23,2,7,1,55.6130851,12.9880223
1900000,"Davidshall, Malmö kommun",Bostadsrätt,1,34,0,1930,1670,NA,NA,NA,2023,3,22,2,5,0,55.5993568,12.99779655
1300000,"Limhamns Sjöstad, Malmö kommun",Bostadsrätt,1,30,1,2019,2202,NA,NA,NA,2023,3,19,1,5,1,55.590687,12.9373357
1900000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,35,1,2021,2278,NA,NA,NA,2023,3,16,5,6,1,55.6115278,12.9830293
1050000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,NA,NA,2662,NA,NA,NA,2023,3,14,3,6,1,55.6037163,13.0326099
1070000,"Nobeltorget, Malmö kommun",Bostadsrätt,1,33,NA,NA,2613,4896,NA,NA,2023,3,13,2,4,0,55.5854076,13.0090857
1445000,"Hyllie, Malmö kommun",Bostadsrätt,1,34,1,2018,2354,NA,NA,NA,2023,3,11,3,6,1,55.5624337,12.9822589
1275000,"Elinegård, Malmö kommun",Bostadsrätt,1,35,0,2023,3027,NA,NA,NA,2023,3,10,3,6,1,55.5675179,12.9469099
1145000,"Limhamn, Malmö kommun",Bostadsrätt,1,32,1,1947,2468,NA,NA,NA,2023,3,10,3,3,0,55.5852335,12.9430358
1500000,"Västra Hamnen / Dockan, Malmö kommun",Bostadsrätt,1,34,1,2023,2363,NA,NA,NA,2023,3,7,3,7,1,55.6130851,12.9880223
1530000,"Hyllie, Malmö kommun",Bostadsrätt,2,34,1,2022,3127,NA,NA,NA,2023,3,5,5,5,1,55.562016,12.9750125
1400000,"Hyllie, Malmö kommun",Bostadsrätt,2,34,1,2022,3127,5720,NA,NA,2023,2,28,3,4,1,55.562016,12.9750125
1200000,"Rörsjöstaden, Malmö kommun",Andel i bostadsförening,1,31.5,NA,1928,2035,NA,NA,NA,2023,2,27,1,4,0,55.600599,13.0277894
1800000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,30,1,2022,2509,NA,NA,NA,2023,2,27,6,7,1,55.6091753,12.9925527
720000,"Söderkulla, Malmö kommun",Bostadsrätt,1,31,NA,1965,1730,NA,NA,NA,2023,2,22,1,4,1,55.5681842,13.0080727
1820000,"Dockan, Malmö kommun",Bostadsrätt,1,35,0,2022,2397,NA,NA,NA,2023,2,21,1,NA,1,55.6130851,12.9880223
1550000,"Dockan, Malmö kommun",Bostadsrätt,1,34,1,2020,2363,NA,NA,NA,2023,2,19,2,7,1,55.6130851,12.9880223
1300000,"S:t Knut, Malmö kommun",Bostadsrätt,1,33,0,1939,1857,NA,NA,NA,2023,2,17,1,4,0,55.5987771,13.0129619
1295000,"Hyllie, Malmö kommun",Bostadsrätt,1,34,1,2019,2500,4200,NA,NA,2023,2,16,2,5,1,55.5606548,12.9785709
1630000,"Västra Hamnen, Malmö kommun",Bostadsrätt,1,35,0,2018,2339,NA,NA,NA,2023,2,16,1,5,1,55.6144582,12.9864738
1925000,"Triangeln, Malmö kommun",Bostadsrätt,1,33,NA,2014,2090,5108,NA,NA,2023,2,15,11,19,1,55.5954305,13.0006505
1700000,"Varvsstaden, Malmö kommun",Bostadsrätt,2,30,1,2023,3027,NA,NA,NA,2023,2,15,3,7,1,55.6072828,12.9841484
710000,"Håkanstorp, Malmö kommun",Bostadsrätt,1,35,1,1960,1960,NA,NA,NA,2023,2,15,NA,NA,NA,55.5987338,13.0390763
1295000,"Limhamn, Malmö kommun",Bostadsrätt,1,32,1,1947,2468,6900,NA,NA,2023,2,10,1,3,0,55.5852335,12.9430358
1420000,"Hyllie, Malmö kommun",Bostadsrätt,1,35,1,2022,3053,NA,NA,NA,2023,2,7,2,5,1,55.5583786,12.9733867
1400000,"Norra Sorgenfri, Malmö kommun",Bostadsrätt,2,35,1,2021,3015,2000,NA,NA,2023,2,7,1,5,1,55.6005334,13.0233206
1700000,"Dockan, Malmö kommun",Bostadsrätt,1,33,1,2019,2267,NA,NA,NA,2023,1,30,5,7,1,55.6144582,12.9864738
1090000,"Malmö, Malmö kommun",Bostadsrätt,1,33,0,1926,1665,3000,NA,NA,2023,1,30,2,4,0,55.6047333,13.0264647
2195000,"Ribersborg, Malmö kommun",Bostadsrätt,1,34,1,2022,1658,NA,NA,NA,2023,1,30,5,5,0,55.60140215,12.981850734499758
1570000,"Ribersborg, Malmö kommun",Bostadsrätt,1,34,1,1939,2973,NA,NA,NA,2023,1,26,4,4,0,55.6016543,12.980564
865000,"Värnhem, Malmö kommun",Bostadsrätt,1,32,NA,NA,2384,NA,NA,NA,2023,1,23,3,4,1,55.6058756,13.0268242
1700000,"Varvsstaden, Malmö kommun",Bostadsrätt,1,34,1,2022,2745,NA,NA,NA,2023,1,22,4,7,1,55.6090212,12.9845453
945000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,NA,NA,2526,3600,NA,NA,2023,1,20,2,4,0,55.602124,13.0351962
1495000,"Hyllie, Malmö kommun",Bostadsrätt,1,35,1,2018,2818,6000,NA,NA,2023,1,17,3,4,1,55.5626378,12.9793121
1545000,"S:t Knut, Malmö kommun",Bostadsrätt,1,34,0,1929,2576,NA,NA,NA,2023,1,15,2,3,0,55.5956655,13.0166321
1260000,"S:t Knut, Malmö kommun",Bostadsrätt,1,33,0,1939,1857,2280,NA,NA,2023,1,14,3,4,0,55.5987771,13.0129619
850000,"Dalaplan, Malmö kommun",Bostadsrätt,1,30.6,0,1936,1670,1920,NA,NA,2023,1,13,3,4,0,55.5847349,13.006212184876802
1325000,"Rådmansvången, Malmö kommun",Bostadsrätt,1,33.5,NA,NA,2196,NA,NA,NA,2023,1,10,1,NA,NA,55.590102,13.0036934
1925000,"Dockan, Malmö kommun",Bostadsrätt,1,34,0,2013,2190,NA,NA,NA,2023,1,9,1,6,1,55.61610185,12.987777303026377
1575000,"Dockan, Malmö kommun",Bostadsrätt,1,33,1,2020,2363,NA,NA,NA,2023,1,6,4,7,1,55.6130851,12.9880223
1600000,"Dockan, Malmö kommun",Bostadsrätt,1,34,1,NA,2363,NA,NA,NA,2023,1,2,4,7,1,55.6130851,12.9880223
1325000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,1,31,0,1935,2084,1920,NA,NA,2022,12,30,5,5,1,55.5967116,13.0014121
1450000,"Hyllie, Malmö kommun",Bostadsrätt,2,35,NA,2022,3053,NA,NA,NA,2022,12,27,2,7,1,55.5594819,12.9722273
1620000,"S:t Knut, Malmö kommun",Bostadsrätt,2,35,0,1940,3020,5600,NA,NA,2022,12,18,5,5,0,55.5947002,13.0175408
895000,"Dalaplan, Malmö kommun",Bostadsrätt,1,32,0,1938,1731,NA,NA,NA,2022,12,11,2,4,0,55.5844731,13.00819767140704
660000,"Rosengård, Malmö kommun",Bostadsrätt,1,30,1,1970,2109,NA,NA,NA,2022,12,9,1,16,1,55.5843796,13.0547481
1540000,"Rörsjöstaden, Malmö kommun",Bostadsrätt,1,35,0,1929,2251,NA,NA,NA,2022,12,1,2,5,0,55.6028267,13.015397
1435000,"Dockan, Malmö kommun",Bostadsrätt,1,35,0,NA,2256,NA,NA,NA,2022,11,29,2,7,1,55.6090212,12.9845453
650000,"Kirseberg, Malmö kommun",Bostadsrätt,1,33,1,1938,2458,NA,NA,NA,2022,11,22,3,5,1,55.6094821,13.0312641
875000,"Kirseberg, Malmö kommun",Bostadsrätt,1,31,1,1946,2625,NA,NA,NA,2022,11,16,3,3,0,55.6102235,13.0405737
950000,"Ellstorp, Malmö kommun",Bostadsrätt,1,35,1,1940,2737,3600,NA,NA,2022,11,15,5,6,1,55.6035659,13.0325848
1335000,"S:t Knut, Malmö kommun",Bostadsrätt,1,33,0,1939,1857,NA,NA,NA,2022,11,11,2,4,0,55.5987771,13.0129619
1425000,"Hyllie, Malmö kommun",Bostadsrätt,2,34,1,2020,2266,6300,NA,NA,2022,11,10,3,7,1,55.562016,12.9750125
