url,error
https://www.hemnet.se/bostad/lagenhet-3rum-edshult-leksands-kommun-edshultsvagen-29-21653286,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-centrum-strangnas-kommun-stabsvagen-7a-21612497,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-edshult-leksands-kommun-edshultsvagen-21-21525139,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-limhamn-malmo-kommun-skalsnacksgrand-2-21459681,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-centrum-strangnas-kommun-stabsvagen-10-21615705,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-strangnas-kommun-stabsvagen-7a-21612495,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-strangnas-kommun-stabsvagen-7b-21612476,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-edshult-leksands-kommun-edshultsvagen-23b-21525141,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-edshult-leksands-kommun-edshultsvagen-29-21525100,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-goteborgs-kommun-bratterasbacken-1-21497914,No data returned
