url,error
https://www.hemnet.se/salda/lagenhet-1rum-fagersta-fagersta-kommun-fallvagen-3b-3472366399794409579,No data returned
https://www.hemnet.se/salda/lagenhet-2rum-vega-haninge-kommun-nakterhusvagen-3-3768838141110739657,No data returned
https://www.hemnet.se/salda/lagenhet-1rum-djurgarden-kristinehamns-kommun-djurgardsvagen-1a-2743039274710526903,No data returned
