url,error
https://www.hemnet.se/salda/lagenhet-2rum-centralt-linkopings-kommun-repslagaregatan-15-6908142796880161684,No data returned
https://www.hemnet.se/salda/lagenhet-2rum-centralt-linkopings-kommun-drottninggatan-33-7835770327980703008,No data returned
