url,error
https://www.hemnet.se/bostad/lagenhet-4rum-hagersten-stockholms-kommun-selmedalsvagen-104-21593549,No data returned
https://www.hemnet.se/bostad/villa-5rum-sigtuna-stadsangar-sigtuna-kommun-bagargrand-15-21348513,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kviberg-goteborgs-kommun-lilla-regementsvagen-51-21647636,No data returned
https://www.hemnet.se/bostad/radhus-5rum-kronandalen-lulea-kommun-regementsvagen-21617242,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-klockarparken-uppsala-kommun-klockargatan-4-21650111,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-22-21622120,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-sodra-ekkallan-linkopings-kommun-plutonsgatan-14-21622105,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-tomtebo-gard-umea-kommun-ortgrand-8-21384019,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-tomtebo-gard-umea-kommun-ortgrand-4-19583058,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-tollare-nacka-kommun-tollarevagen-3-21633371,No data returned
