url,error
https://www.hemnet.se/bostad/villa-6rum-skolsta-uppsala-kommun-lonnbladsvagen-10-21632590,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-sodra-toltorp-molndals-kommun-bifrostgatan-16-21620773,No data returned
https://www.hemnet.se/bostad/villa-6rum-skolsta-uppsala-kommun-lonnbladsvagen-21-21503208,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kongahalla-kungalvs-kommun-torpe-grand-1-21474248,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kongahalla-kungalvs-kommun-torpe-grand-1-21507070,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-taby-park-taby-kommun-blinkersgatan-28-21565066,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-taby-park-taby-kommun-blinkersgatan-22-21552028,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-taby-park-taby-kommun-boulevarden-25-21507095,No data returned
https://www.hemnet.se/bostad/villa-6rum-skolsta-uppsala-kommun-lonnbladsvagen-15-21632592,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kongahalla-kungalvs-kommun-hansagatan-7-21607255,No data returned
