url,error
https://www.hemnet.se/bostad/lagenhet-3rum-kongahalla-kungalvs-kommun-torpe-grand-1-21474241,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-sodra-toltorp-molndals-kommun-bifrostgatan-16-21652183,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-dockan-malmo-kommun-isbergs-gata-36-19294177,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-marieviks-udde-stockholms-kommun-lokalgata-21588749,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kongahalla-kungalvs-kommun-hansagatan-7-21416337,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-brunnshog-lunds-kommun-patentgatan-21648281,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-sodra-toltorp-molndals-kommun-bifrostgatan-16-21489868,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-kongahalla-kungalvs-kommun-hansagatan-5-21423347,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kongahalla-kungalvs-kommun-torpe-grand-1-21474240,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kongahalla-kungalvs-kommun-torpe-grand-1-18547279,No data returned
