url,error
https://www.hemnet.se/bostad/tomt-karehogen-orust-kommun-karehogen-21314211,No data returned
https://www.hemnet.se/bostad/tomt-alster-karlstads-kommun-enebovagen-27-20189535,No data returned
https://www.hemnet.se/bostad/tomt-7rum-tahult-harryda-kommun-lidmossevagen-16-21616208,No data returned
https://www.hemnet.se/bostad/tomt-sigtuna-kommun-alvringen-55-21313847,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-sondrum-halmstads-kommun-eketangavagen-39-b-21634143,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-tornlyckan-hoganas-kommun-rymdstigen-4-b-21455423,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-helsingborgs-kommun-landskronavagen-122-21587723,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-sommarro-karlstads-kommun-sodra-sommarrovagen-13-21511656,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-korseberg-vanersborgs-kommun-sjobodsvagen-3-a-21071395,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kviberg-goteborgs-kommun-lilla-regementsvagen-51-21647634,No data returned
