url,error
https://www.hemnet.se/bostad/radhus-4rum-kronandalen-lulea-kommun-kompassgrand-21617212,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kviberg-goteborgs-kommun-lilla-regementsvagen-47-21561570,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-hagersten-stockholms-kommun-selmedalsvagen-102-21546099,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-22-21622121,No data returned
https://www.hemnet.se/bostad/radhus-5rum-tollare-nacka-kommun-tollarevagen-3-21633302,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-2d-21563176,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-seminariet-i-luthagen-uppsala-kommun-prastgatan-19-21340746,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-sodra-anggarden-goteborgs-kommun-hulda-skoldbergs-gata-21530079,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-centrala-tyreso-tyreso-kommun-baverbacken-21636393,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-tyreso-kommun-baverbacksvagen-21636353,No data returned
