url,error
https://www.hemnet.se/bostad/lagenhet-2rum-kviberg-goteborgs-kommun-lilla-regementsvagen-51-21647632,No data returned
https://www.hemnet.se/bostad/radhus-5rum-kronandalen-lulea-kommun-regementsvagen-21617238,No data returned
https://www.hemnet.se/bostad/radhus-4rum-kronandalen-lulea-kommun-lagergrand-21617220,No data returned
https://www.hemnet.se/bostad/radhus-5rum-fjarilshusen-i-ormbacka-jarfalla-kommun-rimfaxegrand-29-21608240,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-22-21622113,No data returned
https://www.hemnet.se/bostad/radhus-5rum-kronandalen-lulea-kommun-regementsvagen-21617234,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-tollare-nacka-kommun-tollarevagen-3-21633309,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-2d-21563174,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-4-d-21340781,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-4-c-21340777,No data returned
