property_id,url,area_range,housing_type,scraped_at
139465505347012488,https://www.hemnet.se/salda/lagenhet-1rum-jarla-sjo-nacka-kommun-gustaf-de-lavals-torg-8-139465505347012488,37-38m²,bostadsratt,2026-09-09T11:14:42.627852
4604263316153953134,https://www.hemnet.se/salda/lagenhet-1rum-hogdalen-stockholms-kommun-skebokvarnsvagen-282-4604263316153953134,37-38m²,bostadsratt,2026-09-09T11:14:42.627859
3543688115920045572,"https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-katarina-stockholms-kommun-ringvagen-86,-4-tr-3543688115920045572",37-38m²,bostadsratt,2026-09-09T11:14:42.627861
1077679892466168127,https://www.hemnet.se/salda/lagenhet-2rum-bromma-abrahamsberg-stockholms-kommun-byggmastarvagen-17-1077679892466168127,37-38m²,bostadsratt,2026-09-09T11:14:42.627862
5998946032316810008,https://www.hemnet.se/salda/lagenhet-1rum-brynas-gavle-kommun-femte-tvargatan-22-5998946032316810008,37-38m²,bostadsratt,2026-09-09T11:14:42.627864
6000988958470353661,https://www.hemnet.se/salda/lagenhet-1rum-gylletappan-aselby-borlange-kommun-gradavagen-18-6000988958470353661,37-38m²,bostadsratt,2026-09-09T11:14:42.627865
8728298065864477798,"https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-fridhemsgatan-68a,-3tr-over-gard-8728298065864477798",37-38m²,bostadsratt,2026-09-09T11:14:42.627867
8347214230347077102,https://www.hemnet.se/salda/lagenhet-1rum-sodra-brannan-harnosands-kommun-brannavagen-110-8347214230347077102,37-38m²,bostadsratt,2026-09-09T11:14:42.627870
2764435071408875640,https://www.hemnet.se/salda/lagenhet-1rum-nara-centrum-arboga-kommun-kapellgatan-22c-2764435071408875640,37-38m²,bostadsratt,2026-09-09T11:14:42.627872
4644766729914927562,"https://www.hemnet.se/salda/lagenhet-1rum-hogalid-kiruna-kommun-gruvvagen-21a,-van-1-4644766729914927562",37-38m²,bostadsratt,2026-09-09T11:14:42.627874
3614169292443619629,https://www.hemnet.se/salda/lagenhet-1rum-sodra-guldheden-goteborgs-kommun-doktor-forselius-gata-4d-3614169292443619629,37-38m²,bostadsratt,2026-09-09T11:14:42.627875
4274340360129254717,"https://www.hemnet.se/salda/lagenhet-1,5rum-kungsholmen-stockholms-kommun-svarvargatan-8-4274340360129254717",37-38m²,bostadsratt,2026-09-09T11:14:42.627876
549998456958215648,"https://www.hemnet.se/salda/lagenhet-1,5rum-sodermalm-stockholms-kommun-hogalidsgatan-32a,-3-tr-549998456958215648",37-38m²,bostadsratt,2026-09-09T11:14:42.627879
6116760678465205330,"https://www.hemnet.se/salda/lagenhet-1,5rum-hisings-backa-goteborgs-kommun-heidenstams-gata-5-6116760678465205330",37-38m²,bostadsratt,2026-09-09T11:14:42.627884
3593126029482263337,https://www.hemnet.se/salda/lagenhet-1rum-ostra-torn-lunds-kommun-fagottgranden-1a-3593126029482263337,37-38m²,bostadsratt,2026-09-09T11:14:42.627888
383131991530384205,https://www.hemnet.se/salda/lagenhet-1rum-ulriksdal-solna-kommun-drottning-kristinas-esplanad-63-383131991530384205,37-38m²,bostadsratt,2026-09-09T11:14:42.627891
7707272700930603699,https://www.hemnet.se/salda/lagenhet-1rum-linero-lunds-kommun-kampagranden-21c-7707272700930603699,37-38m²,bostadsratt,2026-09-09T11:14:42.627893
5264031902532091395,https://www.hemnet.se/salda/lagenhet-1rum-centrum-uddevalla-kommun-lilla-torget-3-5264031902532091395,37-38m²,bostadsratt,2026-09-09T11:14:42.627896
7323802629022074029,"https://www.hemnet.se/salda/lagenhet-1,5rum-lunden-goteborgs-kommun-hebegatan-3a-7323802629022074029",37-38m²,bostadsratt,2026-09-09T11:14:42.627899
5682557368522546874,"https://www.hemnet.se/salda/lagenhet-1rum-nybodahojden-stockholms-kommun-nybodaringen-39,-3tr,-5682557368522546874",37-38m²,bostadsratt,2026-09-09T11:14:42.627902
8678613411361996148,https://www.hemnet.se/salda/lagenhet-1rum-centralt-arvika-kommun-jakobsgatan-11-a-8678613411361996148,37-38m²,bostadsratt,2026-09-09T11:14:42.627904
4634329667012668450,"https://www.hemnet.se/salda/lagenhet-1,5rum-sodermalm-stockholms-kommun-tjustgatan-3-4634329667012668450",37-38m²,bostadsratt,2026-09-09T11:14:42.627907
5707482282866588798,https://www.hemnet.se/salda/lagenhet-2rum-reimersholme-stockholms-kommun-anders-reimers-vag-17-5707482282866588798,37-38m²,bostadsratt,2026-09-09T11:14:42.627909
7867111874937546632,https://www.hemnet.se/salda/lagenhet-1rum-kvisthamra-gransater-norrtalje-kommun-domherrevagen-14c-7867111874937546632,37-38m²,bostadsratt,2026-09-09T11:14:42.627912
5458952472330804871,"https://www.hemnet.se/salda/lagenhet-1,5rum-enskede-gamla-enskede-stockholms-kommun-sockenvagen-423-5458952472330804871",37-38m²,bostadsratt,2026-09-09T11:14:42.627914
994093208944230053,https://www.hemnet.se/salda/lagenhet-2rum-bromma-abrahamsberg-stockholms-kommun-byggmastarvagen-17-994093208944230053,37-38m²,bostadsratt,2026-09-09T11:14:42.627916
2720447216315948238,https://www.hemnet.se/salda/lagenhet-1rum-ostersund-centrum-ostersunds-kommun-kopmangatan-46-c-2720447216315948238,37-38m²,bostadsratt,2026-09-09T11:14:42.627919
1129080913038454602,https://www.hemnet.se/salda/lagenhet-2rum-taby-centrum-taby-kommun-goran-elgfelts-gata-1a-1129080913038454602,37-38m²,bostadsratt,2026-09-09T11:14:42.627921
8403685690573974606,https://www.hemnet.se/salda/lagenhet-1rum-vastra-berga-helsingborgs-kommun-kadettgatan-32a-8403685690573974606,37-38m²,bostadsratt,2026-09-09T11:14:42.627924
9083745586782314124,https://www.hemnet.se/salda/lagenhet-1rum-tullen-boras-kommun-fjallgatan-41b-9083745586782314124,37-38m²,bostadsratt,2026-09-09T11:14:42.627926
994886873518714421,https://www.hemnet.se/salda/lagenhet-1rum-eneborg-helsingborgs-kommun-viskgatan-4a-994886873518714421,37-38m²,bostadsratt,2026-09-09T11:14:42.627928
4921724982689253277,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-gambrinusgatan-2-4921724982689253277,37-38m²,bostadsratt,2026-09-09T11:14:42.627931
3083650752376337728,"https://www.hemnet.se/salda/lagenhet-1,5rum-nyby-uppsala-kommun-lidnersgatan-40-3083650752376337728",37-38m²,bostadsratt,2026-09-09T11:14:42.627933
5682460331045396659,"https://www.hemnet.se/salda/lagenhet-1,5rum-rissne-sundbybergs-kommun-kavallerivagen-4-e-5682460331045396659",37-38m²,bostadsratt,2026-09-09T11:14:42.627936
2946762055813732545,https://www.hemnet.se/salda/lagenhet-1rum-beckershov-norrkopings-kommun-himmelstalundsvagen-22-2946762055813732545,37-38m²,bostadsratt,2026-09-09T11:14:42.627938
345190657049319457,https://www.hemnet.se/salda/lagenhet-1rum-centrum-falkenbergs-kommun-kopmansgatan-4-345190657049319457,37-38m²,bostadsratt,2026-09-09T11:14:42.627940
3916912967654466434,https://www.hemnet.se/salda/lagenhet-1rum-grossgardet-centralt-norrtalje-kommun-kungsgatan-20b-3916912967654466434,37-38m²,bostadsratt,2026-09-09T11:14:42.627943
265872583854182023,https://www.hemnet.se/salda/lagenhet-1rum-norrmalm-vasastan-stockholms-kommun-kammakargatan-44-265872583854182023,37-38m²,bostadsratt,2026-09-09T11:14:42.627945
1983236843202870700,https://www.hemnet.se/salda/lagenhet-1rum-midsommarkransen-stockholms-kommun-midsommarvagen-14-1983236843202870700,37-38m²,bostadsratt,2026-09-09T11:14:42.627947
8725195633043408522,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-23-8725195633043408522,37-38m²,bostadsratt,2026-09-09T11:14:42.627950
6229554027735505298,"https://www.hemnet.se/salda/lagenhet-1,5rum-alvsjostaden-stockholms-kommun-alvsjovagen-38-6229554027735505298",37-38m²,bostadsratt,2026-09-09T11:14:42.627952
2689608980125023950,https://www.hemnet.se/salda/lagenhet-1rum-munkeback-goteborgs-kommun-ernst-torulfsgatan-19c-2689608980125023950,37-38m²,bostadsratt,2026-09-09T11:14:42.627955
4967291145164965873,https://www.hemnet.se/salda/lagenhet-1rum-masthugget-goteborgs-kommun-masthuggstorget-5-4967291145164965873,37-38m²,bostadsratt,2026-09-09T11:14:42.627957
6919702342633456649,"https://www.hemnet.se/salda/lagenhet-1,5rum-midhem-malmo-kommun-saarisvagen-4b-6919702342633456649",37-38m²,bostadsratt,2026-09-09T11:14:42.627959
137849642806368015,https://www.hemnet.se/salda/lagenhet-2rum-centralt-knivsta-kommun-trunstavagen-7-lgh-24-137849642806368015,37-38m²,bostadsratt,2026-09-09T11:14:42.627962
6103525002994778695,https://www.hemnet.se/salda/lagenhet-1rum-majorna-goteborgs-kommun-seglaregatan-4-6103525002994778695,37-38m²,bostadsratt,2026-09-09T11:14:42.627964
582314681650151953,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-norrmalm-stockholms-kommun-sveavagen-60-582314681650151953,37-38m²,bostadsratt,2026-09-09T11:14:42.627966
7879004840245134843,https://www.hemnet.se/salda/lagenhet-2rum-centrala-tyreso-tyreso-kommun-bollmorabacken-17-7879004840245134843,37-38m²,bostadsratt,2026-09-09T11:14:42.627969
5627631308740920703,https://www.hemnet.se/salda/lagenhet-1rum-granlo-sundsvalls-kommun-hogomsvagen-12-5627631308740920703,37-38m²,bostadsratt,2026-09-09T11:14:42.627971
6087009594107684131,"https://www.hemnet.se/salda/lagenhet-1rum-lango-karlskrona-kommun-arkitektgatan-4e,-3tr-6087009594107684131",37-38m²,bostadsratt,2026-09-09T11:14:42.627973
6862321875810246689,https://www.hemnet.se/salda/lagenhet-1rum-stora-essingen-kungsholmen-stockholms-kommun-junohallsvagen-8-6862321875810246689,37-38m²,bostadsratt,2026-09-09T11:14:42.627976
6611473717715552109,https://www.hemnet.se/salda/lagenhet-1rum-gylletappan-borlange-kommun-gradavagen-18-6611473717715552109,37-38m²,bostadsratt,2026-09-09T11:14:42.627978
2692726074311467212,https://www.hemnet.se/salda/lagenhet-1rum-vasastaden-skovde-kommun-skaraborgsgatan-14-b-2692726074311467212,37-38m²,bostadsratt,2026-09-09T11:14:42.627981
8762852520066350395,"https://www.hemnet.se/salda/lagenhet-1,5rum-centrala-sundbyberg-sundbybergs-kommun-fredsgatan-17-8762852520066350395",37-38m²,bostadsratt,2026-09-09T11:14:42.627983
8120014237977570565,"https://www.hemnet.se/salda/lagenhet-2rum-bromma-traneberg-stockholms-kommun-mossebergsvagen-7,-3-3tr-8120014237977570565",37-38m²,bostadsratt,2026-09-09T11:14:42.627986
1871902670783330958,https://www.hemnet.se/salda/lagenhet-2rum-rosendal-uppsala-kommun-torgny-segerstedts-alle-9-1871902670783330958,37-38m²,bostadsratt,2026-09-09T11:14:42.627989
