url,error
https://www.hemnet.se/bostad/radhus-5rum-sigtuna-stadsangar-sigtuna-kommun-gretas-gata-4-21348517,No data returned
https://www.hemnet.se/bostad/radhus-4rum-kronandalen-lulea-kommun-lagergrand-21617217,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-22-21513580,No data returned
https://www.hemnet.se/bostad/radhus-5rum-ekangen-linkopings-kommun-perennvagen-16-c-21358233,No data returned
https://www.hemnet.se/bostad/radhus-5rum-ekangen-linkopings-kommun-perennvagen-16-d-21358231,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-tomtebo-gard-umea-kommun-ortgrand-6-21633530,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-centrala-tyreso-tyreso-kommun-baverbacksvagen-14-21625265,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centrala-tyreso-tyreso-kommun-baverbacksvagen-14-21625228,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-4-d-21340750,No data returned
https://www.hemnet.se/bostad/radhus-5rum-malmo-kommun-gulklintsgatan-21458888,No data returned
