url,error
https://www.hemnet.se/bostad/lagenhet-1rum-kongahalla-kungalvs-kommun-hansagatan-5-21640183,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kongahalla-kungalvs-kommun-torpe-grand-1-21474250,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-taby-park-taby-kommun-boulevarden-25-19863036,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-taby-park-taby-kommun-boulevarden-27-18675116,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-eriksberg-goteborgs-kommun-bratterasgatan-20-21659420,No data returned
https://www.hemnet.se/bostad/villa-5rum-ojersjo-partille-kommun-gokegardshojden-28-21450330,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-kongahalla-kungalvs-kommun-hansagatan-7-21416453,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-jarvastaden-solna-kommun-lekparksgatan-17a-21619294,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-eriksberg-goteborgs-kommun-bratterasgatan-18-21676456,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-eriksberg-goteborgs-kommun-bratterasgatan-18-21676457,No data returned
