url,error
https://www.hemnet.se/bostad/lagenhet-1rum-vega-haninge-kommun-vega-alle-126-19882736,No data returned
https://www.hemnet.se/bostad/radhus-4rum-kronandalen-lulea-kommun-kompassgrand-21617221,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-hagersten-stockholms-kommun-selmedalsvagen-104-21593547,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kviberg-goteborgs-kommun-lilla-regementsvagen-47-21531101,No data returned
https://www.hemnet.se/bostad/radhus-5rum-sigtuna-stadsangar-sigtuna-kommun-gretas-gata-4-21348517,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kviberg-goteborgs-kommun-lilla-regementsvagen-51-21647637,No data returned
https://www.hemnet.se/bostad/radhus-5rum-kronandalen-lulea-kommun-regementsvagen-21617224,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kviberg-goteborgs-kommun-lilla-regementsvagen-47-21558718,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-2f-21536597,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-seminariet-i-luthagen-uppsala-kommun-fyrisvallsgatan-4-c-21340778,No data returned
