url,error
https://www.hemnet.se/bostad/lagenhet-1rum-sodra-toltorp-molndals-kommun-bifrostgatan-16-21620773,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kongahalla-kungalvs-kommun-torpe-grand-1-21474251,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kongahalla-kungalvs-kommun-torpe-grand-1-21474235,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kongahalla-kungalvs-kommun-hansagatan-5-21459834,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-sodra-toltorp-molndals-kommun-bifrostgatan-12-21458211,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-vattholmavagen-1-b-21516117,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kapellgardet-uppsala-kommun-pastorsgatan-3-a-21362355,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-molnlycke-harryda-kommun-idrottsgatan-23-19191016,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-eriksberg-goteborgs-kommun-bratterasgatan-21399760,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kongahalla-kungalvs-kommun-hansagatan-5-21600417,No data returned
