url,error
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-umea-kommun-vastra-norrlandsgatan-11-a-21421291,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-sondrum-halmstads-kommun-eketangavagen-39-b-21634143,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-tornlyckan-hoganas-kommun-rymdstigen-4-b-21521000,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-tornlyckan-hoganas-kommun-rymdstigen-4-b-21455423,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kongahalla-kungalvs-kommun-inlandsgatan-5-21574119,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kongahalla-kungalvs-kommun-hansagatan-27-21458991,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kongahalla-kungalvs-kommun-hansagatan-27-21456904,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-helsingborgs-kommun-landskronavagen-120-21629525,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-korseberg-vanersborgs-kommun-sjobodsvagen-3-a-21403407,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-taby-park-taby-kommun-boulevarden-11-20595400,No data returned
