url,error
https://www.hemnet.se/bostad/lagenhet-2rum-hagersten-stockholms-kommun-selmedalsvagen-104-21546075,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-22-21513343,No data returned
https://www.hemnet.se/bostad/villa-5rum-fjarilshusen-i-ormbacka-jarfalla-kommun-gullfaxegrand-22-21488887,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-tomtebo-gard-umea-kommun-ortgrand-6-19161678,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-sodra-ekkallan-linkopings-kommun-bataljonsgatan-22-21622121,No data returned
https://www.hemnet.se/bostad/radhus-4rum-kronandalen-lulea-kommun-kompassgrand-21617225,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-tollare-nacka-kommun-tollarevagen-3-21633317,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-seminariet-i-luthagen-uppsala-kommun-prastgatan-19-21340749,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-tomtebo-gard-umea-kommun-ortgrand-4-19261715,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-sodra-anggarden-goteborgs-kommun-hulda-skoldbergs-gata-21530081,No data returned
