property_id,url,area_range,housing_type,scraped_at
8598620643741909214,https://www.hemnet.se/salda/lagenhet-2rum-segevang-malmo-kommun-kronetorpsgatan-74a-8598620643741909214,58-59m²,bostadsratt,2026-08-05T14:18:15.705912
1416506096779721259,https://www.hemnet.se/salda/lagenhet-2rum-centrum-harnosands-kommun-brunnshusgatan-12-b-1416506096779721259,58-59m²,bostadsratt,2026-08-05T14:18:15.705920
3019403778402912318,https://www.hemnet.se/salda/lagenhet-2rum-bohusgarden-uddevalla-kommun-skandiavagen-4a-3019403778402912318,58-59m²,bostadsratt,2026-08-05T14:18:15.705923
6547242802009375568,https://www.hemnet.se/salda/lagenhet-2rum-centralt-oster-orebro-kommun-engelbrektsgatan-76-6547242802009375568,58-59m²,bostadsratt,2026-08-05T14:18:15.705926
4433450054735527087,"https://www.hemnet.se/salda/lagenhet-2rum-vasastan-stockholms-kommun-frejgatan-22,-1-tr-4433450054735527087",58-59m²,bostadsratt,2026-08-05T14:18:15.705929
391964755165323368,https://www.hemnet.se/salda/lagenhet-2rum-gamla-staden-lidkopings-kommun-wennerbergsvagen-19a-391964755165323368,58-59m²,bostadsratt,2026-08-05T14:18:15.705950
1105893404023547199,https://www.hemnet.se/salda/lagenhet-2rum-nasby-park-taby-kommun-eskadervagen-38-1105893404023547199,58-59m²,bostadsratt,2026-08-05T14:18:15.705954
762807351752983823,"https://www.hemnet.se/salda/lagenhet-2rum-hammarbyhojden,-johanneshov-stockholms-kommun-paternostervagen-40-762807351752983823",58-59m²,bostadsratt,2026-08-05T14:18:15.705957
3368872541900858404,https://www.hemnet.se/salda/lagenhet-2rum-orby-alvsjo-stockholms-kommun-gamla-huddingevagen-451-3368872541900858404,58-59m²,bostadsratt,2026-08-05T14:18:15.705960
1505577932034352202,https://www.hemnet.se/salda/lagenhet-2rum-centrala-hisingen-goteborgs-kommun-jons-rundbacks-plats-3-1505577932034352202,58-59m²,bostadsratt,2026-08-05T14:18:15.705963
8034091401179937837,"https://www.hemnet.se/salda/lagenhet-2rum-huvudsta-solna-kommun-karolinagatan-5,-3-tr-8034091401179937837",58-59m²,bostadsratt,2026-08-05T14:18:15.705964
3447165023199232632,https://www.hemnet.se/salda/lagenhet-2rum-vaxjo-centrum-vaxjo-kommun-varvagen-4b-3447165023199232632,58-59m²,bostadsratt,2026-08-05T14:18:15.705966
2840498668405624944,https://www.hemnet.se/salda/lagenhet-2rum-bellevue-ystads-kommun-bellevuevagen-9b-2840498668405624944,58-59m²,bostadsratt,2026-08-05T14:18:15.705967
5461664283298650113,"https://www.hemnet.se/salda/lagenhet-2rum-bromma-blackeberg-stockholms-kommun-holbergsgatan-77,-2tr-5461664283298650113",58-59m²,bostadsratt,2026-08-05T14:18:15.705969
8850167422791164877,"https://www.hemnet.se/salda/lagenhet-2rum-liljeholmen-stockholms-kommun-nybohovsbacken-99,-van-9-8850167422791164877",58-59m²,bostadsratt,2026-08-05T14:18:15.705971
2297051918408851471,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-ostermalmsgatan-61-2297051918408851471,58-59m²,bostadsratt,2026-08-05T14:18:15.705972
4544012182323131110,"https://www.hemnet.se/salda/lagenhet-2rum-hallunda-norsborg-botkyrka-kommun-linvagen-2,-5-tr-4544012182323131110",58-59m²,bostadsratt,2026-08-05T14:18:15.705974
6753591393386702462,https://www.hemnet.se/salda/lagenhet-2rum-vasteras-vasteras-kommun-blomstergatan-8-6753591393386702462,58-59m²,bostadsratt,2026-08-05T14:18:15.705976
2341735390618496621,https://www.hemnet.se/salda/lagenhet-2rum-sofiaparken-lunds-kommun-sofiaparken-4c-2341735390618496621,58-59m²,bostadsratt,2026-08-05T14:18:15.705977
9020638235560007052,https://www.hemnet.se/salda/lagenhet-3rum-gamla-staden-lidkopings-kommun-majorsallen-27a-9020638235560007052,58-59m²,bostadsratt,2026-08-05T14:18:15.705978
3599923450262595562,https://www.hemnet.se/salda/lagenhet-2rum-norra-guldheden-goteborgs-kommun-raketgatan-4-3599923450262595562,58-59m²,bostadsratt,2026-08-05T14:18:15.705980
4998561607760943541,https://www.hemnet.se/salda/lagenhet-2rum-kungsladugard-goteborgs-kommun-slottsskogsgatan-75-4998561607760943541,58-59m²,bostadsratt,2026-08-05T14:18:15.705982
4088491836205751491,https://www.hemnet.se/salda/lagenhet-2rum-solna-centrum-solna-kommun-centrumslingan-47-4088491836205751491,58-59m²,bostadsratt,2026-08-05T14:18:15.705983
8533769185653190921,https://www.hemnet.se/salda/lagenhet-2rum-kvarnbyn-molndals-kommun-gorjelycksgatan-9-8533769185653190921,58-59m²,bostadsratt,2026-08-05T14:18:15.705985
559632140007483430,https://www.hemnet.se/salda/lagenhet-2rum-svartbacken-uppsala-kommun-skoldungagatan-34-559632140007483430,58-59m²,bostadsratt,2026-08-05T14:18:15.705986
1174361143885005262,https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-stockholms-kommun-ulriksborgsgatan-16-1174361143885005262,58-59m²,bostadsratt,2026-08-05T14:18:15.705987
3432423684023074318,https://www.hemnet.se/salda/lagenhet-2rum-inom-vallgraven-goteborgs-kommun-lilla-drottninggatan-4d-3432423684023074318,58-59m²,bostadsratt,2026-08-05T14:18:15.705989
