property_id,url,area_range,housing_type,scraped_at
7380036124779212029,https://www.hemnet.se/salda/lagenhet-1rum-globen-stockholms-kommun-grafikvagen-30-7380036124779212029,27-28m²,bostadsratt,2026-08-03T23:14:09.020559
940764561996568736,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-rosendalsvagen-12-940764561996568736,27-28m²,bostadsratt,2026-08-03T23:14:09.020565
1972993548352066273,https://www.hemnet.se/salda/lagenhet-1rum-vega-haninge-kommun-fribordsgrand-11-1972993548352066273,27-28m²,bostadsratt,2026-08-03T23:14:09.020567
1691313447119243466,"https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-sankt-eriksgatan-31b,-van-3-1691313447119243466",27-28m²,bostadsratt,2026-08-03T23:14:09.020568
9145765901175787692,https://www.hemnet.se/salda/lagenhet-1rum-bjorkhagen-stockholms-kommun-ronnebyvagen-11-9145765901175787692,27-28m²,bostadsratt,2026-08-03T23:14:09.020570
5601837705749418884,https://www.hemnet.se/salda/lagenhet-1rum-hogdalen-stockholms-kommun-harpsundsvagen-41-5601837705749418884,27-28m²,bostadsratt,2026-08-03T23:14:09.020571
365763700796468244,https://www.hemnet.se/salda/lagenhet-1rum-grondal-stockholms-kommun-grondalsvagen-116b-365763700796468244,27-28m²,bostadsratt,2026-08-03T23:14:09.020572
6688432856776244273,https://www.hemnet.se/salda/lagenhet-1rum-seestaden-sandvikens-kommun-agavagen-15a-6688432856776244273,27-28m²,bostadsratt,2026-08-03T23:14:09.020574
2324012647713738459,https://www.hemnet.se/salda/lagenhet-1rum-midsommarkransen-stockholms-kommun-spikvagen-53-2324012647713738459,27-28m²,bostadsratt,2026-08-03T23:14:09.020575
1364829668921995435,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-katarina-stockholms-kommun-ringvagen-127b-1364829668921995435,27-28m²,bostadsratt,2026-08-03T23:14:09.020577
5987970914615522709,https://www.hemnet.se/salda/lagenhet-2rum-sodermalm-maria-hogalid-stockholms-kommun-lundagatan-48-b-5987970914615522709,27-28m²,bostadsratt,2026-08-03T23:14:09.020578
3233894327771235264,https://www.hemnet.se/salda/lagenhet-1rum-gamla-enskede-stockholms-kommun-nynasvagen-359-3233894327771235264,27-28m²,bostadsratt,2026-08-03T23:14:09.020579
6952249802883873371,"https://www.hemnet.se/salda/lagenhet-1rum-hammarby-sjostad-stockholms-kommun-redargatan-7,-3tr-6952249802883873371",27-28m²,bostadsratt,2026-08-03T23:14:09.020581
7632233258813524733,"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-mariaberget-stockholms-kommun-brannkyrkagatan-46,-4-tr-7632233258813524733",27-28m²,bostadsratt,2026-08-03T23:14:09.020582
3473055447973690321,https://www.hemnet.se/salda/lagenhet-1rum-knivsta-knivsta-kommun-trunstavagen-5-3473055447973690321,27-28m²,bostadsratt,2026-08-03T23:14:09.020585
3360518530449140492,https://www.hemnet.se/salda/lagenhet-1rum-vallastaden-linkopings-kommun-lardomsgatan-21a-3360518530449140492,27-28m²,bostadsratt,2026-08-03T23:14:09.020588
717224252581507536,https://www.hemnet.se/salda/lagenhet-1rum-jakobsberg-jarfalla-kommun-tornerplatsen-18-717224252581507536,27-28m²,bostadsratt,2026-08-03T23:14:09.020591
7280417275341682906,https://www.hemnet.se/salda/lagenhet-1rum-uppsala-uppsala-kommun-svartbacksgatan-105d-7280417275341682906,27-28m²,bostadsratt,2026-08-03T23:14:09.020594
6669080775413420309,https://www.hemnet.se/salda/lagenhet-1rum-sallyhill-sundsvalls-kommun-hardvallsgatan-24-6669080775413420309,27-28m²,bostadsratt,2026-08-03T23:14:09.020597
8791195970379804127,https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-alstromergatan-49-8791195970379804127,27-28m²,bostadsratt,2026-08-03T23:14:09.020600
5114076515562766753,https://www.hemnet.se/salda/lagenhet-1rum-jakobsberg-jarfalla-kommun-ynglingavagen-20c-5114076515562766753,27-28m²,bostadsratt,2026-08-03T23:14:09.020602
7860350589272789750,https://www.hemnet.se/salda/lagenhet-1rum-tidaholm-tidaholms-kommun-dyckertsgatan-4-7860350589272789750,27-28m²,bostadsratt,2026-08-03T23:14:09.020605
6218346490570732622,https://www.hemnet.se/salda/lagenhet-1rum-arsta-stockholms-kommun-sandfjardsgatan-33-6218346490570732622,27-28m²,bostadsratt,2026-08-03T23:14:09.020607
7294656072597905638,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-norrmalm-stockholms-kommun-kammakargatan-64b-7294656072597905638,27-28m²,bostadsratt,2026-08-03T23:14:09.020609
6500376165067858090,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-klippgatan-14h-6500376165067858090,27-28m²,bostadsratt,2026-08-03T23:14:09.020612
2273025632190755542,https://www.hemnet.se/salda/lagenhet-1rum-bromsten-stockholms-kommun-bygardesvagen-4a-2273025632190755542,27-28m²,bostadsratt,2026-08-03T23:14:09.020614
691050874522444109,https://www.hemnet.se/salda/lagenhet-1rum-huvudsta-ingenting-solna-kommun-diktarvagen-13-691050874522444109,27-28m²,bostadsratt,2026-08-03T23:14:09.020617
5791643544543658542,https://www.hemnet.se/salda/lagenhet-1rum-huvudsta-ingenting-solna-kommun-diktarvagen-3-5791643544543658542,27-28m²,bostadsratt,2026-08-03T23:14:09.020619
7127602671804716092,https://www.hemnet.se/salda/lagenhet-1rum-sigtuna-sigtuna-kommun-stadsangsgatan-10-7127602671804716092,27-28m²,bostadsratt,2026-08-03T23:14:09.020621
5931134452922906549,"https://www.hemnet.se/salda/lagenhet-1rum-arsta-stockholms-kommun-sandfjardsgatan-29,-11tr-5931134452922906549",27-28m²,bostadsratt,2026-08-03T23:14:09.020624
2628987367496939636,https://www.hemnet.se/salda/lagenhet-1rum-ektorp-nacka-kommun-ektorpsvagen-1-2628987367496939636,27-28m²,bostadsratt,2026-08-03T23:14:09.020626
8670265014167962549,https://www.hemnet.se/salda/lagenhet-1rum-landala-egnahem-goteborgs-kommun-kolonigatan-9b-8670265014167962549,27-28m²,bostadsratt,2026-08-03T23:14:09.020629
6134249954945440334,"https://www.hemnet.se/salda/lagenhet-1rum-fruangen-stockholms-kommun-anna-sandstroms-gata-20,-3-tr-6134249954945440334",27-28m²,bostadsratt,2026-08-03T23:14:09.020631
969700142151696548,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-gotlandsgatan-74-969700142151696548,27-28m²,bostadsratt,2026-08-03T23:14:09.020634
7887777063673627873,https://www.hemnet.se/salda/lagenhet-1rum-lund-centrum-lunds-kommun-stora-fiskaregatan-3c-7887777063673627873,27-28m²,bostadsratt,2026-08-03T23:14:09.020636
6215506151668630233,"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-tavastgatan-28,-2-tr-6215506151668630233",27-28m²,bostadsratt,2026-08-03T23:14:09.020638
5155337399398255178,"https://www.hemnet.se/salda/lagenhet-1,5rum-lorensborg-malmo-kommun-stadiongatan-51b-5155337399398255178",27-28m²,bostadsratt,2026-08-03T23:14:09.020652
5783005709445746108,https://www.hemnet.se/salda/lagenhet-1rum-norra-rosendal-uppsala-kommun-dekangatan-10-2-1204-5783005709445746108,27-28m²,bostadsratt,2026-08-03T23:14:09.020655
3981941835247573614,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-rosendalsvagen-12c-3981941835247573614,27-28m²,bostadsratt,2026-08-03T23:14:09.020657
7940835446678523594,https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-stockholms-kommun-hornsgatan-151-7940835446678523594,27-28m²,bostadsratt,2026-08-03T23:14:09.020660
4614031292926126863,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-odenplan-stockholms-kommun-norrtullsgatan-38,-4tr-4614031292926126863",27-28m²,bostadsratt,2026-08-03T23:14:09.020662
7248477771187514964,"https://www.hemnet.se/salda/lagenhet-1rum-falhagen-uppsala-kommun-vallbygatan-11,-van-3-3-7248477771187514964",27-28m²,bostadsratt,2026-08-03T23:14:09.020664
4431117177060608174,https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-kungsbro-strand-17-4431117177060608174,27-28m²,bostadsratt,2026-08-03T23:14:09.020667
8351987570803386979,https://www.hemnet.se/salda/lagenhet-1rum-hornstull-stockholms-kommun-borgargatan-2-8351987570803386979,27-28m²,bostadsratt,2026-08-03T23:14:09.020670
8341902796005455553,https://www.hemnet.se/salda/lagenhet-1rum-hammarbyhojden-bjorkhagen-stockholms-kommun-finn-malmgrens-vag-63a-8341902796005455553,27-28m²,bostadsratt,2026-08-03T23:14:09.020672
2733923879040372043,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-rosendalsvagen-12-2733923879040372043,27-28m²,bostadsratt,2026-08-03T23:14:09.020675
6124474670583201721,https://www.hemnet.se/salda/lagenhet-1rum-tyreso-centrum-tyreso-kommun-granitvagen-38c-6124474670583201721,27-28m²,bostadsratt,2026-08-03T23:14:09.020677
9058409063418137861,https://www.hemnet.se/salda/lagenhet-1rum-jakobsberg-jarfalla-kommun-tornerplatsen-10-9058409063418137861,27-28m²,bostadsratt,2026-08-03T23:14:09.020680
3233373842100792575,https://www.hemnet.se/salda/lagenhet-1rum-johanneberg-goteborgs-kommun-gibraltargatan-58-3233373842100792575,27-28m²,bostadsratt,2026-08-03T23:14:09.020682
3992375652162420326,https://www.hemnet.se/salda/lagenhet-1rum-skarmarbrink-stockholms-kommun-pastellvagen-12-3992375652162420326,27-28m²,bostadsratt,2026-08-03T23:14:09.020685
7495640032236017363,https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-thorildsplan-stockholms-kommun-gyllenborgsgatan-18-7495640032236017363,27-28m²,bostadsratt,2026-08-03T23:14:09.020688
8370136364807891970,https://www.hemnet.se/salda/lagenhet-2rum-are-are-kommun-tottvagen-111-lgh-237-8370136364807891970,27-28m²,bostadsratt,2026-08-03T23:14:09.020691
5761481564885944069,https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-birkagatan-24-5761481564885944069,27-28m²,bostadsratt,2026-08-03T23:14:09.020694
2097844407876274390,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-nedre-gardet-stockholms-kommun-storskarsgatan-3-2097844407876274390,27-28m²,bostadsratt,2026-08-03T23:14:09.020696
4180405994892810805,https://www.hemnet.se/salda/lagenhet-1rum-ribersborg-malmo-kommun-roslins-vag-1-4180405994892810805,27-28m²,bostadsratt,2026-08-03T23:14:09.020698
1371874817502985883,https://www.hemnet.se/salda/lagenhet-1rum-bromma-norra-angby-stockholms-kommun-bjorketorpsvagen-11-1371874817502985883,27-28m²,bostadsratt,2026-08-03T23:14:09.020699
4256130677704204996,https://www.hemnet.se/salda/lagenhet-1rum-edvinshem-ystads-kommun-stenbocksgatan-3c-4256130677704204996,27-28m²,bostadsratt,2026-08-03T23:14:09.020701
8513825651673010306,https://www.hemnet.se/salda/lagenhet-1rum-haggvik-sollentuna-kommun-sankhagsvagen-6b-8513825651673010306,27-28m²,bostadsratt,2026-08-03T23:14:09.020702
440803356517241736,https://www.hemnet.se/salda/lagenhet-1rum-brandbergen-haninge-kommun-vadurens-gata-213-440803356517241736,27-28m²,bostadsratt,2026-08-03T23:14:09.020703
5993473387418000407,https://www.hemnet.se/salda/lagenhet-1rum-rosendal-uppsala-kommun-rosendalsvagen-12-5993473387418000407,27-28m²,bostadsratt,2026-08-03T23:14:09.020705
1486294274184601460,https://www.hemnet.se/salda/lagenhet-1rum-sodertalje-sodertalje-kommun-vardsholmsgatan-3-1486294274184601460,27-28m²,bostadsratt,2026-08-03T23:14:09.020706
1596914087516418033,"https://www.hemnet.se/salda/lagenhet-1,5rum-salabacke-uppsala-kommun-lastmakargatan-9a-1596914087516418033",27-28m²,bostadsratt,2026-08-03T23:14:09.020707
8356934027796168591,https://www.hemnet.se/salda/lagenhet-1rum-fruangen-stockholms-kommun-lina-sandells-plan-10-8356934027796168591,27-28m²,bostadsratt,2026-08-03T23:14:09.020711
8902772287598136267,https://www.hemnet.se/salda/lagenhet-1rum-ostermalm-stockholms-kommun-nybrogatan-21-8902772287598136267,27-28m²,bostadsratt,2026-08-03T23:14:09.020713
4704301763989700496,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-sveavagen-137,-5-tr-4704301763989700496",27-28m²,bostadsratt,2026-08-03T23:14:09.020715
1093981170141306290,https://www.hemnet.se/salda/lagenhet-1rum-centralt-knivsta-kommun-trunstavagen-11-1093981170141306290,27-28m²,bostadsratt,2026-08-03T23:14:09.020716
1732478805262551007,https://www.hemnet.se/salda/lagenhet-1rum-arsta-stockholms-kommun-sandfjardsgatan-33-1732478805262551007,27-28m²,bostadsratt,2026-08-03T23:14:09.020718
6839459254349771455,"https://www.hemnet.se/salda/lagenhet-1,5rum-vasastan-stockholms-kommun-atlasgatan-9,-5-tr-6839459254349771455",27-28m²,bostadsratt,2026-08-03T23:14:09.020719
5979395034806295918,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-stockholms-kommun-sveavagen-122,-6-tr-hogst-upp-5979395034806295918",27-28m²,bostadsratt,2026-08-03T23:14:09.020721
6986432411272453535,"https://www.hemnet.se/salda/lagenhet-1rum-gullmarsplan-stockholms-kommun-gullmarsvagen-9,-1-tr-6986432411272453535",27-28m²,bostadsratt,2026-08-03T23:14:09.020722
509046678303250706,https://www.hemnet.se/salda/lagenhet-1rum-ekhagen-norra-djurgarden-stockholms-kommun-torphagsvagen-16-509046678303250706,27-28m²,bostadsratt,2026-08-03T23:14:09.020724
1671400114748390427,"https://www.hemnet.se/salda/lagenhet-1rum-vasastan-odenplan-stockholms-kommun-frejgatan-36a,-4tr-1671400114748390427",27-28m²,bostadsratt,2026-08-03T23:14:09.020725
4380852328185875780,https://www.hemnet.se/salda/lagenhet-1rum-bromma-nockebyhov-stockholms-kommun-gubbkarrsvagen-29f-4tr-4380852328185875780,27-28m²,bostadsratt,2026-08-03T23:14:09.020726
6222609711749566073,https://www.hemnet.se/salda/lagenhet-1rum-hasselby-norra-villastad-stockholms-kommun-snodroppsgrand-27-6222609711749566073,27-28m²,bostadsratt,2026-08-03T23:14:09.020728
41282287134571997,"https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-stockholms-kommun-alstromergatan-32l,-4-tr-41282287134571997",27-28m²,bostadsratt,2026-08-03T23:14:09.020729
6813311942953930005,https://www.hemnet.se/salda/lagenhet-1rum-halmstad-halmstads-kommun-skordevagen-4-6813311942953930005,27-28m²,bostadsratt,2026-08-03T23:14:09.020730
5497128579854244923,https://www.hemnet.se/salda/lagenhet-1rum-hisings-backa-goteborgs-kommun-litteraturgatan-218-5497128579854244923,27-28m²,bostadsratt,2026-08-03T23:14:09.020732
4557307094879863800,"https://www.hemnet.se/salda/lagenhet-1,5rum-gardet-stockholms-kommun-furusundsgatan-21b,-1-tr-o,g-4557307094879863800",27-28m²,bostadsratt,2026-08-03T23:14:09.020734
2837179550867885257,"https://www.hemnet.se/salda/lagenhet-1rum-sodermalm-katarina-stockholms-kommun-nytorgsgatan-15,-4tr-2837179550867885257",27-28m²,bostadsratt,2026-08-03T23:14:09.020735
