property_id,url,area_range,housing_type,scraped_at
8648095826290540224,https://www.hemnet.se/salda/lagenhet-2rum-irsta-vasteras-kommun-ullvigatan-45d-8648095826290540224,67-68m²,bostadsratt,2026-08-06T04:52:19.392649
2193859583861683539,https://www.hemnet.se/salda/lagenhet-2rum-ostermalm-stockholms-kommun-valhallavagen-14-2193859583861683539,67-68m²,bostadsratt,2026-08-06T04:52:19.392655
7078218770923836457,https://www.hemnet.se/salda/lagenhet-3rum-skondal-stockholms-kommun-kallvretsslingan-15-7078218770923836457,67-68m²,bostadsratt,2026-08-06T04:52:19.392657
7736300619156052151,https://www.hemnet.se/salda/lagenhet-3rum-masthugget-goteborgs-kommun-vaktmastaregangen-8-7736300619156052151,67-68m²,bostadsratt,2026-08-06T04:52:19.392659
1148744652529747989,https://www.hemnet.se/salda/lagenhet-2rum-skonsmon-sundsvalls-kommun-lappgrand-3a-1148744652529747989,67-68m²,bostadsratt,2026-08-06T04:52:19.392661
3163546611900700080,https://www.hemnet.se/salda/lagenhet-2rum-inom-vallgraven-goteborgs-kommun-packhusplatsen-4b-3163546611900700080,67-68m²,bostadsratt,2026-08-06T04:52:19.392662
5769432218566115238,https://www.hemnet.se/salda/lagenhet-2rum-centrum-varbergs-kommun-krabbes-vag-13-5769432218566115238,67-68m²,bostadsratt,2026-08-06T04:52:19.392664
5203624350960242250,https://www.hemnet.se/salda/lagenhet-2rum-centralt-norrkopings-kommun-braddgatan-25-5203624350960242250,67-68m²,bostadsratt,2026-08-06T04:52:19.392666
9172411715413533285,https://www.hemnet.se/salda/lagenhet-2rum-centralt-orebro-kommun-fredsgatan-8-9172411715413533285,67-68m²,bostadsratt,2026-08-06T04:52:19.392667
8768396028507071815,https://www.hemnet.se/salda/lagenhet-3rum-arsta-stockholms-kommun-arstavagen-129-8768396028507071815,67-68m²,bostadsratt,2026-08-06T04:52:19.392669
4371618375157159497,"https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-fridhemsplan-stockholms-kommun-sankt-goransgatan-100,-van-5-4371618375157159497",67-68m²,bostadsratt,2026-08-06T04:52:19.392671
1524724066322002099,https://www.hemnet.se/salda/lagenhet-3rum-norra-eslov-eslovs-kommun-vangavagen-38-1524724066322002099,67-68m²,bostadsratt,2026-08-06T04:52:19.392672
4029790271358706151,https://www.hemnet.se/salda/lagenhet-2rum-backalyckan-jonkopings-kommun-solstickegatan-9-4029790271358706151,67-68m²,bostadsratt,2026-08-06T04:52:19.392674
7661285031790882896,https://www.hemnet.se/salda/lagenhet-2rum-mantorp-mjolby-kommun-bradgardsvagen-12-b-7661285031790882896,67-68m²,bostadsratt,2026-08-06T04:52:19.392675
3158546434077104295,https://www.hemnet.se/salda/lagenhet-3rum-centralt-norrtalje-kommun-ekdalsvagen-42-d-3158546434077104295,67-68m²,bostadsratt,2026-08-06T04:52:19.392678
6372486573477179842,https://www.hemnet.se/salda/lagenhet-2rum-tallboda-linkopings-kommun-fonvindsvagen-46-6372486573477179842,67-68m²,bostadsratt,2026-08-06T04:52:19.392684
