url,error
https://www.hemnet.se/bostad/lagenhet-3rum-eriksberg-goteborgs-kommun-bratterasgatan-21503636,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-lomma-strandstad-lomma-kommun-hamnallen-15-21488863,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-eriksberg-goteborgs-kommun-bratterasgatan-21431588,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-eriksberg-goteborgs-kommun-bratterasgatan-21399766,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kongahalla-kungalvs-kommun-torpe-grand-1-18547279,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-lomma-strandstad-lomma-kommun-hamnallen-15-21598647,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centralt-lund-lunds-kommun-pepparholmsgatan-4-21598626,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-huvudsta-strandpark-solna-kommun-alphyddevagen-9-21465896,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-huvudsta-strandpark-solna-kommun-alphyddevagen-9-21438992,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-kongahalla-kungalvs-kommun-hansagatan-5-21422023,No data returned
