url,error
https://www.hemnet.se/bostad/lagenhet-3rum-sundbyberg-brotorp-sundbybergs-kommun-vinthundsgatan-113-21678081,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centralt-strommen-norrkopings-kommun-magasinsgatan-6-21678230,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-centrala-sollentuna-sollentuna-kommun-bergsbovagen-18-21678234,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kristiansborg-vasteras-kommun-bomansgatan-30c-21678278,No data returned
"https://www.hemnet.se/bostad/lagenhet-33m2-liljeholmen-liljeholmskajen-stockholms-kommun-arstaskogs-vag-10,-15tr-21678299",No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centrala-huddinge-huddinge-kommun-horningsnasvagen-30-21678100,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-centralt-sandvikens-kommun-promenaden-18-21678294,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-valbo-gavle-kommun-skolvagen-10j-21678319,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-botkyrka-alby-botkyrka-kommun-domarebacken-4-21678254,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-vastra-skogen-solna-kommun-johan-enbergs-vag-28-21678328,No data returned
