url,error
"https://www.hemnet.se/bostad/lagenhet-3rum-skarholmens-centrum-stockholms-kommun-aspholmsvagen-21,-2tr-21663150",No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-vastra-berga-helsingborgs-kommun-kadettgatan-26b-21645255,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-helsingborgs-kommun-vastanvindsgatan-b-huset-18820016,No data returned
https://www.hemnet.se/bostad/lagenhet-7rum-centrum-norr-helsingborgs-kommun-halsovagen-9-20806295,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-centrala-marsta-sigtuna-kommun-skolgatan-4b-20872736,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-kungsberget-sandvikens-kommun-backglantan-34-alanittislingan-16c-20961075,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-vagnharad-trosa-kommun-fansakersvagen-17c-21167015,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-vastra-hamnen-malmo-kommun-bomgatan-17-21270458,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-biskopshagen-vaxjo-kommun-vaxthusgatan-11-21271786,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-centrum-helsingborgs-kommun-bruksgatan-1b-21273982,No data returned
