url,error
"https://www.hemnet.se/bostad/lagenhet-3rum-kungsberget-sandvikens-kommun-a-hus-f03,-skogsbrovagen-11-20925399",No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-mariefred-marielundsviken-strangnas-kommun-revirvagen-1e-21605719,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-helsingborg-centrum-helsingborgs-kommun-drottninggatan-5-21609843,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-lonngarden-malmo-kommun-lonngatan-50e-21610991,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-avesta-kommun-garmakaregatan-13-21611620,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-rosersberg-sigtuna-kommun-rosersbergsvagen-30-21611608,No data returned
https://www.hemnet.se/bostad/lagenhet-6rum-stromsbro-gavle-kommun-sekatorsslingan-22-21613225,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-vastra-skogen-solna-kommun-epistelvagen-7-21613910,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-klippan-klippans-kommun-abygatan-6c-21614862,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-drottningtorget-malmo-kommun-stora-tradgardsgatan-3e-21615539,No data returned
