url,error
"https://www.hemnet.se/bostad/lagenhet-4rum-arsta-stockholms-kommun-sandfjardsgatan-10,-9tr-21690140",No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-hammarby-vasteras-kommun-narvavagen-69-21689895,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-vasastan-sibirien-stockholms-kommun-roslagsgatan-40-d-21587920,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-tuna-lunds-kommun-dag-hammarskjolds-vag-5e-21689572,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-grycksbo-falu-kommun-drottningvagen-10a-21689452,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-oxie-malmo-kommun-stengodsvagen-77-21684575,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-centralt-nybro-kommun-lilla-tradgardsgatan-3-21492141,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-eneborg-helsingborgs-kommun-sadelmakaregatan-3a-20139715,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-sorgenfri-malmo-kommun-torekovsgatan-10a-21488017,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-ljusnedal-harjedalens-kommun-herrgardsvagen-4-21662845,No data returned
