url,error
https://www.hemnet.se/bostad/lagenhet-4rum-sigtuna-stadsangar-sigtuna-kommun-malargrand-2-17997620,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-bro-tradgardsstad-upplands-bro-kommun-sigrids-vag-29-21348434,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-bro-tradgardsstad-upplands-bro-kommun-sigrids-vag-27-19266757,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-norrtalje-hamn-norrtalje-kommun-sjofartsgatan-5-18809136,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-norrtalje-hamn-norrtalje-kommun-pilgatan-8-19211735,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-norrtalje-hamn-norrtalje-kommun-pilgatan-6-21458966,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-norrtalje-hamn-norrtalje-kommun-pilgatan-2-21110875,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-norrtalje-hamn-norrtalje-kommun-pilgatan-2-21593425,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-goteborgs-kommun-gotaverksgatan-9-21345089,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-varvsstaden-malmo-kommun-skeppsgatan-6c-21398007,No data returned
