url,error
https://www.hemnet.se/bostad/lagenhet-1rum-norrtalje-kommun-arholmagatan-10-21402870,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kungsberget-sandvikens-kommun-panorama-27-kullbergsvagen-53-20518295,No data returned
"https://www.hemnet.se/bostad/lagenhet-2rum-centralt,-strommen-norrkopings-kommun-dragsgatan-5-21409447",No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-haga-umea-kommun-hagmarksvagen-36-21407352,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-centrala-vasby-upplands-vasby-kommun-bjorkvallavagen-4b-21412892,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-skegrie-trelleborgs-kommun-schaggarpsvagen-8b-21417305,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-gamla-norr-vaxjo-kommun-gamla-norrvagen-13c-21420307,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-oster-hogskolan-halmstads-kommun-hertig-knutsgatan-39-a-21430810,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-soder-vaxjo-kommun-tegnergatan-6-21431469,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-hoganas-hoganas-kommun-malgatan-1-21441765,No data returned
