url,error
https://www.hemnet.se/bostad/lagenhet-3rum-vallingby-grimsta-stockholms-kommun-kanngjutargrand-30-21582183,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-mockfjard-gagnefs-kommun-hogsvevagen-123-21584497,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-orebro-orebro-kommun-hagmarksgatan-15e-21572352,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kungsbacka-tingberget-kungsbacka-kommun-drottninggatan-21-b-21517407,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-orebro-orebro-kommun-termikgatan-21a-21589498,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-fagelbacken-slottsstaden-malmo-kommun-kopenhamnsvagen-11a-21591066,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-vastra-hamnen-malmo-kommun-einar-hansens-esplanad-20a-21580538,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-ostermalm-stockholms-kommun-vartavagen-18b-21592018,No data returned
"https://www.hemnet.se/bostad/lagenhet-4rum-klappen,-salen-malung-salens-kommun-klappgatan-1220d-21457691",No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-klippan-klippans-kommun-klostervagen-10c-21593854,No data returned
