url,error
https://www.hemnet.se/bostad/lagenhet-2rum-teg-umea-kommun-domarevagen-27a-21594836,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-brynas-gavle-kommun-gullregnsgatan-15-a-17951760,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-orebro-orebro-kommun-ingenjorsgatan-17a-21598269,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-gubbangen-enskede-stockholms-kommun-karmstolsvagen-10-21599081,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-blekingsborg-malmo-kommun-per-albin-hanssons-vag-54a-21602082,No data returned
"https://www.hemnet.se/bostad/lagenhet-5rum-kvarnholmen-nacka-kommun-sodra-vagen-67,-4-tr-21603054",No data returned
"https://www.hemnet.se/bostad/lagenhet-2rum-lindholmen-norra-alvstranden,-goteborg-goteborgs-kommun-lindholmsallen-28a-21603804",No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-boleang-umea-kommun-krakbarsvagen-1c-21441247,No data returned
https://www.hemnet.se/bostad/lagenhet-5rum-valsta-sigtuna-kommun-baldergatan-14-21605067,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-kungsberget-sandvikens-kommun-terrassen-25-backladsvagen-8d-19547955,No data returned
