url,error
https://www.hemnet.se/bostad/lagenhet-1rum-centralt-oster-orebro-kommun-engelbrektsgatan-62b-18432059,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-ovre-nyfors-eskilstuna-kommun-lenngrensgatan-19-21525746,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-blekingsborg-malmo-kommun-blekingsborgsgatan-3f-21534994,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-tagaborg-helsingborgs-kommun-brommagatan-32-21536521,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-haga-norrliden-sundsvalls-kommun-norrlidsgatan-9-21513604,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-helsingborg-centrum-helsingborgs-kommun-sodra-strandgatan-5-21537921,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-kistahojden-stockholms-kommun-heklagatan-62-b-21542321,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-kallhall-jarfalla-kommun-kopparvagen-59-21543957,No data returned
https://www.hemnet.se/bostad/lagenhet-1rum-midsommarkransen-telefonplan-stockholms-kommun-cedergrensvagen-16-21545469,No data returned
https://www.hemnet.se/bostad/lagenhet-2rum-druvefors-boras-kommun-kellgrensgatan-15b-21546269,No data returned
