url,error
https://www.hemnet.se/bostad/lagenhet-3rum-sjobo-boras-kommun-barnhemsgatan-6-21458087,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-telestadshojden-vaxjo-kommun-axel-ohlssons-gata-3c-21451532,No data returned
"https://www.hemnet.se/bostad/lagenhet-7rum-lindvallen,-salen-malung-salens-kommun-timmerby-village-5e-21467938",No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-avesta-kommun-malmgatan-27-a-21474313,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-rappe-vaxjo-kommun-orsledsvagen-26b-21476297,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-alvsjo-stockholms-kommun-langsjovagen-56-21472496,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-skelleftea-kommun-tubolegatan-1-21477516,No data returned
https://www.hemnet.se/bostad/lagenhet-3rum-rynningeasen-orebro-kommun-vallare-walls-gata-17-21448348,No data returned
https://www.hemnet.se/bostad/lagenhet-4rum-hemavan-storumans-kommun-lassovagen-12b-21485267,No data returned
"https://www.hemnet.se/bostad/lagenhet-1,5rum-falhagen-uppsala-kommun-torkelsgatan-17d-21493571",No data returned
